Id,Label,0,1,2,3,4,5,6,7,modularity_class
106,106,106,HIV,0,inactive,HIV_106,3352,,,3
107,107,107,HIV,0,inactive,HIV_107,3828,,,3
108,108,108,HIV,0,inactive,HIV_108,3828,,,3
109,109,109,HIV,0,inactive,HIV_109,22788,,,15
110,110,110,HIV,0,inactive,HIV_110,13271,,,14
111,111,111,HIV,0,inactive,HIV_111,39691,,,11
112,112,112,HIV,0,inactive,HIV_112,20,,,5
113,113,113,HIV,0,inactive,HIV_113,6316,,,7
114,114,114,HIV,0,inactive,HIV_114,21789,,,16
115,115,115,HIV,0,inactive,HIV_115,32681,,,12
116,116,116,HIV,0,inactive,HIV_116,39158,,,19
117,117,117,HIV,0,inactive,HIV_117,538,,,2
118,118,118,HIV,0,inactive,HIV_118,10263,,,2
119,119,119,HIV,0,inactive,HIV_119,10223,,,4
120,120,120,HIV,0,inactive,HIV_120,120,,,9
121,121,121,HIV,0,inactive,HIV_121,5108,,,12
122,122,122,HIV,0,inactive,HIV_122,32509,,,8
123,123,123,HIV,0,inactive,HIV_123,8419,,,7
124,124,124,HIV,0,inactive,HIV_124,4075,,,10
125,125,125,HIV,0,inactive,HIV_125,38022,,,0
126,126,126,HIV,0,inactive,HIV_126,27315,,,0
127,127,127,HIV,0,inactive,HIV_127,11099,,,5
128,128,128,HIV,0,inactive,HIV_128,4111,,,6
129,129,129,HIV,0,inactive,HIV_129,41044,,,2
130,130,130,HIV,0,inactive,HIV_130,12328,,,20
131,131,131,HIV,0,inactive,HIV_131,131,,,19
132,132,132,HIV,0,inactive,HIV_132,33122,,,7
133,133,133,HIV,0,inactive,HIV_133,3748,,,20
134,134,134,HIV,0,inactive,HIV_134,31082,,,3
135,135,135,HIV,0,inactive,HIV_135,29867,,,14
136,136,136,HIV,0,inactive,HIV_136,4520,,,19
137,137,137,HIV,0,inactive,HIV_137,3828,,,3
138,138,138,HIV,0,inactive,HIV_138,30100,,,19
139,139,139,HIV,0,inactive,HIV_139,22248,,,7
140,140,140,HIV,0,inactive,HIV_140,7047,,,7
141,141,141,HIV,0,inactive,HIV_141,35720,,,5
142,142,142,HIV,0,inactive,HIV_142,37741,,,15
143,143,143,HIV,0,inactive,HIV_143,24921,,,6
144,144,144,HIV,0,inactive,HIV_144,14174,,,9
145,145,145,HIV,0,inactive,HIV_145,38595,,,14
146,146,146,HIV,0,inactive,HIV_146,32439,,,14
147,147,147,HIV,0,inactive,HIV_147,223,,,4
148,148,148,HIV,0,inactive,HIV_148,148,,,8
149,149,149,HIV,0,inactive,HIV_149,9194,,,4
150,150,150,HIV,0,inactive,HIV_150,39958,,,4
151,151,151,HIV,0,inactive,HIV_151,38652,,,12
152,152,152,HIV,0,inactive,HIV_152,6485,,,21
153,153,153,HIV,0,inactive,HIV_153,18203,,,20
154,154,154,HIV,0,inactive,HIV_154,19109,,,17
155,155,155,HIV,0,inactive,HIV_155,155,,,3
156,156,156,HIV,0,inactive,HIV_156,3541,,,12
157,157,157,HIV,0,inactive,HIV_157,32444,,,14
158,158,158,HIV,0,inactive,HIV_158,120,,,9
159,159,159,HIV,0,inactive,HIV_159,36499,,,11
160,160,160,HIV,0,inactive,HIV_160,160,,,9
161,161,161,HIV,0,inactive,HIV_161,33504,,,17
162,162,162,HIV,0,inactive,HIV_162,162,,,10
163,163,163,HIV,0,inactive,HIV_163,25881,,,17
164,164,164,HIV,0,inactive,HIV_164,27303,,,17
165,165,165,HIV,0,inactive,HIV_165,13560,,,17
166,166,166,HIV,0,inactive,HIV_166,1724,,,17
167,167,167,HIV,0,inactive,HIV_167,37972,,,17
168,168,168,HIV,0,inactive,HIV_168,39075,,,15
169,169,169,HIV,0,inactive,HIV_169,25774,,,19
170,170,170,HIV,0,inactive,HIV_170,35662,,,15
171,171,171,HIV,0,inactive,HIV_171,23574,,,10
172,172,172,HIV,0,inactive,HIV_172,36906,,,1
173,173,173,HIV,0,inactive,HIV_173,36270,,,19
174,174,174,HIV,0,inactive,HIV_174,31684,,,9
175,175,175,HIV,0,inactive,HIV_175,2414,,,15
176,176,176,HIV,0,inactive,HIV_176,7218,,,20
177,177,177,HIV,0,inactive,HIV_177,35031,,,7
178,178,178,HIV,0,inactive,HIV_178,18632,,,10
179,179,179,HIV,0,inactive,HIV_179,39580,,,7
180,180,180,HIV,0,inactive,HIV_180,33636,,,10
181,181,181,HIV,0,inactive,HIV_181,35912,,,15
182,182,182,HIV,0,inactive,HIV_182,8877,,,7
183,183,183,HIV,0,inactive,HIV_183,33739,,,10
184,184,184,HIV,0,inactive,HIV_184,184,,,12
185,185,185,HIV,0,inactive,HIV_185,20553,,,20
186,186,186,HIV,0,inactive,HIV_186,13658,,,14
187,187,187,HIV,0,inactive,HIV_187,35740,,,20
188,188,188,HIV,0,inactive,HIV_188,3595,,,20
189,189,189,HIV,0,inactive,HIV_189,189,,,12
190,190,190,HIV,0,inactive,HIV_190,34932,,,15
191,191,191,HIV,0,inactive,HIV_191,1420,,,10
192,192,192,HIV,0,inactive,HIV_192,5108,,,12
193,193,193,HIV,0,inactive,HIV_193,15525,,,15
194,194,194,HIV,0,inactive,HIV_194,22857,,,7
195,195,195,HIV,0,inactive,HIV_195,38343,,,4
196,196,196,HIV,0,inactive,HIV_196,196,,,1
197,197,197,HIV,0,inactive,HIV_197,26781,,,8
198,198,198,HIV,0,inactive,HIV_198,40191,,,8
199,199,199,HIV,0,inactive,HIV_199,32519,,,14
200,200,200,HIV,0,inactive,HIV_200,14287,,,14
201,201,201,HIV,0,inactive,HIV_201,240,,,9
202,202,202,HIV,0,inactive,HIV_202,240,,,9
203,203,203,HIV,0,inactive,HIV_203,39691,,,11
204,204,204,HIV,0,inactive,HIV_204,240,,,9
205,205,205,HIV,0,inactive,HIV_205,20758,,,19
206,206,206,HIV,0,inactive,HIV_206,10980,,,15
207,207,207,HIV,0,inactive,HIV_207,19553,,,16
208,208,208,HIV,0,inactive,HIV_208,22041,,,19
209,209,209,HIV,0,inactive,HIV_209,23574,,,10
210,210,210,HIV,0,inactive,HIV_210,120,,,9
211,211,211,HIV,0,inactive,HIV_211,27663,,,18
212,212,212,HIV,0,inactive,HIV_212,19818,,,14
213,213,213,HIV,0,inactive,HIV_213,12807,,,9
214,214,214,HIV,0,inactive,HIV_214,22892,,,11
215,215,215,HIV,0,inactive,HIV_215,11285,,,15
216,216,216,HIV,0,inactive,HIV_216,22528,,,9
217,217,217,HIV,0,inactive,HIV_217,12427,,,6
218,218,218,HIV,0,inactive,HIV_218,3059,,,7
219,219,219,HIV,0,inactive,HIV_219,40263,,,7
220,220,220,HIV,0,inactive,HIV_220,7993,,,15
221,221,221,HIV,0,inactive,HIV_221,31104,,,0
222,222,222,HIV,0,inactive,HIV_222,21628,,,3
223,223,223,HIV,0,inactive,HIV_223,223,,,4
224,224,224,HIV,0,inactive,HIV_224,18915,,,20
225,225,225,HIV,0,inactive,HIV_225,225,,,10
226,226,226,HIV,0,inactive,HIV_226,4141,,,10
227,227,227,HIV,0,inactive,HIV_227,2110,,,12
228,228,228,HIV,0,inactive,HIV_228,4454,,,14
229,229,229,HIV,0,inactive,HIV_229,229,,,14
230,230,230,HIV,0,inactive,HIV_230,32429,,,14
231,231,231,HIV,0,inactive,HIV_231,40828,,,14
232,232,232,HIV,0,inactive,HIV_232,27997,,,9
233,233,233,HIV,0,inactive,HIV_233,25467,,,5
234,234,234,HIV,1,active,HIV_234,8091,,,20
235,235,235,HIV,0,inactive,HIV_235,20553,,,20
236,236,236,HIV,0,inactive,HIV_236,19369,,,17
237,237,237,HIV,0,inactive,HIV_237,2557,,,20
238,238,238,HIV,0,inactive,HIV_238,41037,,,13
239,239,239,HIV,0,inactive,HIV_239,15686,,,8
240,240,240,HIV,0,inactive,HIV_240,240,,,9
241,241,241,HIV,0,inactive,HIV_241,240,,,9
242,242,242,HIV,0,inactive,HIV_242,23873,,,2
243,243,243,HIV,0,inactive,HIV_243,4441,,,12
244,244,244,HIV,0,inactive,HIV_244,19818,,,14
245,245,245,HIV,0,inactive,HIV_245,29356,,,6
246,246,246,HIV,0,inactive,HIV_246,5961,,,13
247,247,247,HIV,0,inactive,HIV_247,21641,,,13
248,248,248,HIV,0,inactive,HIV_248,17189,,,14
249,249,249,HIV,0,inactive,HIV_249,20758,,,19
250,250,250,HIV,0,inactive,HIV_250,33520,,,3
251,251,251,HIV,0,inactive,HIV_251,4441,,,12
252,252,252,HIV,0,inactive,HIV_252,10052,,,10
253,253,253,HIV,0,inactive,HIV_253,10263,,,2
254,254,254,HIV,0,inactive,HIV_254,39507,,,10
255,255,255,HIV,0,inactive,HIV_255,8061,,,10
256,256,256,HIV,0,inactive,HIV_256,29640,,,7
257,257,257,HIV,0,inactive,HIV_257,40930,,,15
258,258,258,HIV,0,inactive,HIV_258,18632,,,10
259,259,259,HIV,0,inactive,HIV_259,1724,,,14
260,260,260,HIV,0,inactive,HIV_260,17077,,,10
261,261,261,HIV,0,inactive,HIV_261,19163,,,7
262,262,262,HIV,0,inactive,HIV_262,18567,,,3
263,263,263,HIV,0,inactive,HIV_263,31082,,,3
264,264,264,HIV,0,inactive,HIV_264,29461,,,0
265,265,265,HIV,0,inactive,HIV_265,34530,,,19
266,266,266,HIV,0,inactive,HIV_266,3352,,,3
267,267,267,HIV,0,inactive,HIV_267,36101,,,12
268,268,268,HIV,0,inactive,HIV_268,21815,,,16
269,269,269,HIV,0,inactive,HIV_269,20253,,,14
270,270,270,HIV,0,inactive,HIV_270,270,,,21
271,271,271,HIV,0,inactive,HIV_271,41047,,,9
272,272,272,HIV,0,inactive,HIV_272,37642,,,20
273,273,273,HIV,0,inactive,HIV_273,7911,,,15
274,274,274,HIV,0,inactive,HIV_274,36495,,,15
275,275,275,HIV,0,inactive,HIV_275,7911,,,15
276,276,276,HIV,0,inactive,HIV_276,27997,,,9
277,277,277,HIV,0,inactive,HIV_277,34638,,,7
278,278,278,HIV,0,inactive,HIV_278,31688,,,20
279,279,279,HIV,0,inactive,HIV_279,19017,,,19
280,280,280,HIV,0,inactive,HIV_280,280,,,12
281,281,281,HIV,0,inactive,HIV_281,22502,,,15
282,282,282,HIV,0,inactive,HIV_282,2185,,,1
283,283,283,HIV,0,inactive,HIV_283,2185,,,1
284,284,284,HIV,0,inactive,HIV_284,34166,,,17
285,285,285,HIV,0,inactive,HIV_285,36480,,,20
286,286,286,HIV,0,inactive,HIV_286,35662,,,15
287,287,287,HIV,0,inactive,HIV_287,229,,,14
288,288,288,HIV,0,inactive,HIV_288,567,,,13
289,289,289,HIV,0,inactive,HIV_289,22456,,,12
290,290,290,HIV,1,active,HIV_290,27726,,,12
291,291,291,HIV,0,inactive,HIV_291,24389,,,12
292,292,292,HIV,0,inactive,HIV_292,37741,,,15
293,293,293,HIV,0,inactive,HIV_293,36034,,,7
294,294,294,HIV,0,inactive,HIV_294,16466,,,18
295,295,295,HIV,0,inactive,HIV_295,16466,,,18
296,296,296,HIV,1,active,HIV_296,3848,,,19
297,297,297,HIV,0,inactive,HIV_297,20416,,,2
298,298,298,HIV,0,inactive,HIV_298,13875,,,12
299,299,299,HIV,0,inactive,HIV_299,23327,,,16
300,300,300,HIV,0,inactive,HIV_300,11119,,,5
301,301,301,HIV,0,inactive,HIV_301,17329,,,12
302,302,302,HIV,0,inactive,HIV_302,10030,,,18
303,303,303,HIV,0,inactive,HIV_303,18465,,,14
304,304,304,HIV,0,inactive,HIV_304,19738,,,9
305,305,305,HIV,0,inactive,HIV_305,40089,,,20
306,306,306,HIV,0,inactive,HIV_306,41037,,,13
307,307,307,HIV,0,inactive,HIV_307,20619,,,14
308,308,308,HIV,0,inactive,HIV_308,6177,,,15
309,309,309,HIV,0,inactive,HIV_309,13875,,,14
310,310,310,HIV,0,inactive,HIV_310,20758,,,6
311,311,311,HIV,0,inactive,HIV_311,27729,,,7
312,312,312,HIV,0,inactive,HIV_312,28527,,,10
313,313,313,HIV,0,inactive,HIV_313,21862,,,0
314,314,314,HIV,0,inactive,HIV_314,27303,,,17
315,315,315,HIV,0,inactive,HIV_315,25289,,,14
316,316,316,HIV,0,inactive,HIV_316,28565,,,3
317,317,317,HIV,0,inactive,HIV_317,32826,,,14
318,318,318,HIV,0,inactive,HIV_318,318,,,13
319,319,319,HIV,0,inactive,HIV_319,318,,,13
320,320,320,HIV,0,inactive,HIV_320,318,,,13
321,321,321,HIV,0,inactive,HIV_321,318,,,13
322,322,322,HIV,0,inactive,HIV_322,37057,,,15
323,323,323,HIV,0,inactive,HIV_323,9716,,,7
324,324,324,HIV,0,inactive,HIV_324,34126,,,20
325,325,325,HIV,0,inactive,HIV_325,26612,,,11
326,326,326,HIV,0,inactive,HIV_326,120,,,9
327,327,327,HIV,0,inactive,HIV_327,37800,,,19
328,328,328,HIV,0,inactive,HIV_328,32429,,,14
329,329,329,HIV,0,inactive,HIV_329,28418,,,17
330,330,330,HIV,0,inactive,HIV_330,10393,,,13
331,331,331,HIV,0,inactive,HIV_331,1724,,,17
332,332,332,HIV,0,inactive,HIV_332,11119,,,5
333,333,333,HIV,0,inactive,HIV_333,27726,,,12
334,334,334,HIV,0,inactive,HIV_334,20866,,,14
335,335,335,HIV,0,inactive,HIV_335,7262,,,21
336,336,336,HIV,0,inactive,HIV_336,41249,,,20
337,337,337,HIV,0,inactive,HIV_337,1213,,,17
338,338,338,HIV,0,inactive,HIV_338,7262,,,21
339,339,339,HIV,0,inactive,HIV_339,12666,,,19
340,340,340,HIV,1,active,HIV_340,13791,,,1
341,341,341,HIV,0,inactive,HIV_341,32439,,,14
342,342,342,HIV,0,inactive,HIV_342,11925,,,12
343,343,343,HIV,0,inactive,HIV_343,30704,,,4
344,344,344,HIV,0,inactive,HIV_344,13425,,,18
345,345,345,HIV,0,inactive,HIV_345,36906,,,1
346,346,346,HIV,0,inactive,HIV_346,12042,,,0
347,347,347,HIV,0,inactive,HIV_347,40673,,,4
348,348,348,HIV,0,inactive,HIV_348,5611,,,0
349,349,349,HIV,0,inactive,HIV_349,40673,,,4
350,350,350,HIV,0,inactive,HIV_350,24465,,,15
351,351,351,HIV,0,inactive,HIV_351,24465,,,15
352,352,352,HIV,0,inactive,HIV_352,41037,,,13
353,353,353,HIV,0,inactive,HIV_353,41037,,,13
354,354,354,HIV,0,inactive,HIV_354,33122,,,7
355,355,355,HIV,0,inactive,HIV_355,7778,,,8
356,356,356,HIV,0,inactive,HIV_356,15383,,,2
357,357,357,HIV,0,inactive,HIV_357,7068,,,10
358,358,358,HIV,0,inactive,HIV_358,35171,,,7
359,359,359,HIV,0,inactive,HIV_359,3748,,,20
360,360,360,HIV,0,inactive,HIV_360,38871,,,7
361,361,361,HIV,0,inactive,HIV_361,13463,,,19
362,362,362,HIV,0,inactive,HIV_362,27138,,,7
363,363,363,HIV,0,inactive,HIV_363,18956,,,19
364,364,364,HIV,0,inactive,HIV_364,12519,,,10
365,365,365,HIV,0,inactive,HIV_365,7092,,,1
366,366,366,HIV,0,inactive,HIV_366,366,,,19
367,367,367,HIV,0,inactive,HIV_367,5720,,,7
368,368,368,HIV,0,inactive,HIV_368,32412,,,6
369,369,369,HIV,0,inactive,HIV_369,11481,,,15
370,370,370,HIV,0,inactive,HIV_370,32885,,,7
371,371,371,HIV,0,inactive,HIV_371,5964,,,16
372,372,372,HIV,0,inactive,HIV_372,1724,,,14
373,373,373,HIV,0,inactive,HIV_373,29447,,,17
374,374,374,HIV,0,inactive,HIV_374,41087,,,16
375,375,375,HIV,0,inactive,HIV_375,35665,,,10
376,376,376,HIV,0,inactive,HIV_376,40021,,,3
377,377,377,HIV,0,inactive,HIV_377,29461,,,0
378,378,378,HIV,0,inactive,HIV_378,16149,,,5
379,379,379,HIV,0,inactive,HIV_379,11925,,,12
380,380,380,HIV,0,inactive,HIV_380,380,,,7
381,381,381,HIV,0,inactive,HIV_381,38009,,,12
382,382,382,HIV,0,inactive,HIV_382,380,,,7
383,383,383,HIV,0,inactive,HIV_383,39075,,,15
384,384,384,HIV,0,inactive,HIV_384,38980,,,9
385,385,385,HIV,0,inactive,HIV_385,18466,,,20
386,386,386,HIV,0,inactive,HIV_386,2186,,,20
387,387,387,HIV,0,inactive,HIV_387,1705,,,12
388,388,388,HIV,0,inactive,HIV_388,28466,,,9
389,389,389,HIV,0,inactive,HIV_389,8747,,,2
390,390,390,HIV,0,inactive,HIV_390,39587,,,20
391,391,391,HIV,0,inactive,HIV_391,36073,,,19
392,392,392,HIV,0,inactive,HIV_392,36873,,,20
393,393,393,HIV,0,inactive,HIV_393,4616,,,9
394,394,394,HIV,0,inactive,HIV_394,17849,,,18
395,395,395,HIV,0,inactive,HIV_395,4961,,,14
396,396,396,HIV,0,inactive,HIV_396,17288,,,11
397,397,397,HIV,0,inactive,HIV_397,23574,,,11
398,398,398,HIV,0,inactive,HIV_398,32340,,,13
399,399,399,HIV,0,inactive,HIV_399,41207,,,20
400,400,400,HIV,0,inactive,HIV_400,15203,,,9
401,401,401,HIV,0,inactive,HIV_401,38871,,,7
402,402,402,HIV,0,inactive,HIV_402,35364,,,15
403,403,403,HIV,0,inactive,HIV_403,14595,,,5
404,404,404,HIV,0,inactive,HIV_404,10075,,,9
405,405,405,HIV,0,inactive,HIV_405,29809,,,9
406,406,406,HIV,0,inactive,HIV_406,23544,,,5
407,407,407,HIV,0,inactive,HIV_407,888,,,0
408,408,408,HIV,0,inactive,HIV_408,29135,,,0
409,409,409,HIV,0,inactive,HIV_409,12862,,,14
410,410,410,HIV,0,inactive,HIV_410,7155,,,20
411,411,411,HIV,0,inactive,HIV_411,12270,,,6
412,412,412,HIV,0,inactive,HIV_412,8202,,,17
413,413,413,HIV,0,inactive,HIV_413,31082,,,3
414,414,414,HIV,0,inactive,HIV_414,38706,,,17
415,415,415,HIV,0,inactive,HIV_415,28268,,,12
416,416,416,HIV,0,inactive,HIV_416,37950,,,15
417,417,417,HIV,0,inactive,HIV_417,37800,,,19
418,418,418,HIV,0,inactive,HIV_418,33567,,,8
419,419,419,HIV,0,inactive,HIV_419,36270,,,19
420,420,420,HIV,0,inactive,HIV_420,41074,,,19
421,421,421,HIV,0,inactive,HIV_421,240,,,9
422,422,422,HIV,0,inactive,HIV_422,240,,,9
423,423,423,HIV,0,inactive,HIV_423,27279,,,4
424,424,424,HIV,0,inactive,HIV_424,240,,,9
425,425,425,HIV,0,inactive,HIV_425,131,,,19
426,426,426,HIV,0,inactive,HIV_426,11997,,,5
427,427,427,HIV,0,inactive,HIV_427,8416,,,18
428,428,428,HIV,0,inactive,HIV_428,29816,,,18
429,429,429,HIV,0,inactive,HIV_429,13829,,,10
430,430,430,HIV,0,inactive,HIV_430,1724,,,16
431,431,431,HIV,0,inactive,HIV_431,12358,,,15
432,432,432,HIV,0,inactive,HIV_432,34622,,,0
433,433,433,HIV,0,inactive,HIV_433,29050,,,5
434,434,434,HIV,0,inactive,HIV_434,1724,,,17
435,435,435,HIV,0,inactive,HIV_435,9237,,,20
436,436,436,HIV,0,inactive,HIV_436,17472,,,2
437,437,437,HIV,1,active,HIV_437,12077,,,12
438,438,438,HIV,0,inactive,HIV_438,12077,,,12
439,439,439,HIV,0,inactive,HIV_439,18147,,,19
440,440,440,HIV,0,inactive,HIV_440,36495,,,15
441,441,441,HIV,1,active,HIV_441,39580,,,7
442,442,442,HIV,0,inactive,HIV_442,9829,,,18
443,443,443,HIV,1,active,HIV_443,40411,,,1
444,444,444,HIV,0,inactive,HIV_444,40411,,,1
445,445,445,HIV,0,inactive,HIV_445,20678,,,1
446,446,446,HIV,0,inactive,HIV_446,20678,,,1
447,447,447,HIV,0,inactive,HIV_447,28034,,,15
448,448,448,HIV,0,inactive,HIV_448,20197,,,12
449,449,449,HIV,0,inactive,HIV_449,36172,,,20
450,450,450,HIV,0,inactive,HIV_450,24160,,,17
451,451,451,HIV,0,inactive,HIV_451,41008,,,17
452,452,452,HIV,0,inactive,HIV_452,223,,,4
453,453,453,HIV,0,inactive,HIV_453,454,,,6
454,454,454,HIV,0,inactive,HIV_454,454,,,6
455,455,455,HIV,1,active,HIV_455,31,,,1
456,456,456,HIV,0,inactive,HIV_456,34166,,,17
457,457,457,HIV,0,inactive,HIV_457,7092,,,1
458,458,458,HIV,0,inactive,HIV_458,26324,,,11
459,459,459,HIV,0,inactive,HIV_459,17189,,,14
460,460,460,HIV,0,inactive,HIV_460,36499,,,11
461,461,461,HIV,0,inactive,HIV_461,5127,,,3
462,462,462,HIV,0,inactive,HIV_462,3560,,,6
463,463,463,HIV,0,inactive,HIV_463,34613,,,6
464,464,464,HIV,0,inactive,HIV_464,36360,,,6
465,465,465,HIV,0,inactive,HIV_465,7054,,,8
466,466,466,HIV,0,inactive,HIV_466,26038,,,19
467,467,467,HIV,0,inactive,HIV_467,24793,,,12
468,468,468,HIV,0,inactive,HIV_468,14607,,,5
469,469,469,HIV,0,inactive,HIV_469,7972,,,3
470,470,470,HIV,0,inactive,HIV_470,31868,,,17
471,471,471,HIV,0,inactive,HIV_471,5043,,,17
472,472,472,HIV,0,inactive,HIV_472,14068,,,11
473,473,473,HIV,0,inactive,HIV_473,35151,,,11
474,474,474,HIV,0,inactive,HIV_474,28837,,,11
475,475,475,HIV,0,inactive,HIV_475,6419,,,19
476,476,476,HIV,0,inactive,HIV_476,9161,,,19
477,477,477,HIV,0,inactive,HIV_477,17077,,,10
478,478,478,HIV,0,inactive,HIV_478,6108,,,10
479,479,479,HIV,0,inactive,HIV_479,20,,,5
480,480,480,HIV,0,inactive,HIV_480,18615,,,13
481,481,481,HIV,0,inactive,HIV_481,3595,,,20
482,482,482,HIV,0,inactive,HIV_482,21641,,,13
