Id,Label,0,1,2,3,4,5,6,7,modularity_class,degree
188,188,188,HIV,0,inactive,HIV_188,3595,,,8,14
189,189,189,HIV,0,inactive,HIV_189,189,,,14,14
190,190,190,HIV,0,inactive,HIV_190,34932,,,13,12
191,191,191,HIV,0,inactive,HIV_191,1420,,,18,12
192,192,192,HIV,0,inactive,HIV_192,5108,,,10,16
193,193,193,HIV,0,inactive,HIV_193,15525,,,19,22
194,194,194,HIV,0,inactive,HIV_194,22857,,,4,18
195,195,195,HIV,0,inactive,HIV_195,38343,,,15,17
196,196,196,HIV,0,inactive,HIV_196,196,,,24,10
197,197,197,HIV,0,inactive,HIV_197,26781,,,22,19
198,198,198,HIV,0,inactive,HIV_198,40191,,,6,14
199,199,199,HIV,0,inactive,HIV_199,32519,,,23,20
200,200,200,HIV,0,inactive,HIV_200,14287,,,23,11
201,201,201,HIV,0,inactive,HIV_201,240,,,16,13
202,202,202,HIV,0,inactive,HIV_202,240,,,16,14
203,203,203,HIV,0,inactive,HIV_203,39691,,,14,13
204,204,204,HIV,0,inactive,HIV_204,240,,,16,14
205,205,205,HIV,0,inactive,HIV_205,20758,,,5,13
206,206,206,HIV,0,inactive,HIV_206,10980,,,19,12
207,207,207,HIV,0,inactive,HIV_207,19553,,,17,13
208,208,208,HIV,0,inactive,HIV_208,22041,,,6,14
209,209,209,HIV,0,inactive,HIV_209,23574,,,18,12
210,210,210,HIV,0,inactive,HIV_210,120,,,16,11
211,211,211,HIV,0,inactive,HIV_211,27663,,,24,13
212,212,212,HIV,0,inactive,HIV_212,19818,,,2,13
213,213,213,HIV,0,inactive,HIV_213,12807,,,16,14
214,214,214,HIV,0,inactive,HIV_214,22892,,,14,13
215,215,215,HIV,0,inactive,HIV_215,11285,,,4,16
216,216,216,HIV,0,inactive,HIV_216,22528,,,16,15
217,217,217,HIV,0,inactive,HIV_217,12427,,,1,19
218,218,218,HIV,0,inactive,HIV_218,3059,,,22,13
219,219,219,HIV,0,inactive,HIV_219,40263,,,22,14
220,220,220,HIV,0,inactive,HIV_220,7993,,,15,14
221,221,221,HIV,0,inactive,HIV_221,31104,,,13,15
222,222,222,HIV,0,inactive,HIV_222,21628,,,15,19
223,223,223,HIV,0,inactive,HIV_223,223,,,15,16
224,224,224,HIV,0,inactive,HIV_224,18915,,,20,14
225,225,225,HIV,0,inactive,HIV_225,225,,,10,11
226,226,226,HIV,0,inactive,HIV_226,4141,,,9,12
227,227,227,HIV,0,inactive,HIV_227,2110,,,10,13
228,228,228,HIV,0,inactive,HIV_228,4454,,,8,13
229,229,229,HIV,0,inactive,HIV_229,229,,,2,12
230,230,230,HIV,0,inactive,HIV_230,32429,,,23,11
231,231,231,HIV,0,inactive,HIV_231,40828,,,2,20
232,232,232,HIV,0,inactive,HIV_232,27997,,,16,22
233,233,233,HIV,0,inactive,HIV_233,25467,,,9,14
234,234,234,HIV,1,active,HIV_234,8091,,,8,12
235,235,235,HIV,0,inactive,HIV_235,20553,,,8,14
236,236,236,HIV,0,inactive,HIV_236,19369,,,20,11
237,237,237,HIV,0,inactive,HIV_237,2557,,,9,14
238,238,238,HIV,0,inactive,HIV_238,41037,,,16,15
239,239,239,HIV,0,inactive,HIV_239,15686,,,6,17
240,240,240,HIV,0,inactive,HIV_240,240,,,16,12
241,241,241,HIV,0,inactive,HIV_241,240,,,16,12
242,242,242,HIV,0,inactive,HIV_242,23873,,,1,13
243,243,243,HIV,0,inactive,HIV_243,4441,,,10,16
244,244,244,HIV,0,inactive,HIV_244,19818,,,2,10
245,245,245,HIV,0,inactive,HIV_245,29356,,,1,14
246,246,246,HIV,0,inactive,HIV_246,5961,,,16,10
247,247,247,HIV,0,inactive,HIV_247,21641,,,16,15
248,248,248,HIV,0,inactive,HIV_248,17189,,,2,16
249,249,249,HIV,0,inactive,HIV_249,20758,,,5,19
250,250,250,HIV,0,inactive,HIV_250,33520,,,12,10
251,251,251,HIV,0,inactive,HIV_251,4441,,,10,14
252,252,252,HIV,0,inactive,HIV_252,10052,,,9,15
253,253,253,HIV,0,inactive,HIV_253,10263,,,9,12
254,254,254,HIV,0,inactive,HIV_254,39507,,,9,11
255,255,255,HIV,0,inactive,HIV_255,8061,,,5,12
256,256,256,HIV,0,inactive,HIV_256,29640,,,12,15
257,257,257,HIV,0,inactive,HIV_257,40930,,,4,11
258,258,258,HIV,0,inactive,HIV_258,18632,,,18,15
259,259,259,HIV,0,inactive,HIV_259,1724,,,23,11
260,260,260,HIV,0,inactive,HIV_260,17077,,,18,13
261,261,261,HIV,0,inactive,HIV_261,19163,,,4,15
262,262,262,HIV,0,inactive,HIV_262,18567,,,4,12
263,263,263,HIV,0,inactive,HIV_263,31082,,,4,12
264,264,264,HIV,0,inactive,HIV_264,29461,,,13,20
265,265,265,HIV,0,inactive,HIV_265,34530,,,18,17
266,266,266,HIV,0,inactive,HIV_266,3352,,,13,10
267,267,267,HIV,0,inactive,HIV_267,36101,,,2,16
268,268,268,HIV,0,inactive,HIV_268,21815,,,17,12
269,269,269,HIV,0,inactive,HIV_269,20253,,,2,10
270,270,270,HIV,0,inactive,HIV_270,270,,,0,14
271,271,271,HIV,0,inactive,HIV_271,41047,,,16,12
272,272,272,HIV,0,inactive,HIV_272,37642,,,8,16
273,273,273,HIV,0,inactive,HIV_273,7911,,,19,14
274,274,274,HIV,0,inactive,HIV_274,36495,,,4,14
275,275,275,HIV,0,inactive,HIV_275,7911,,,19,11
276,276,276,HIV,0,inactive,HIV_276,27997,,,16,14
277,277,277,HIV,0,inactive,HIV_277,34638,,,4,12
278,278,278,HIV,0,inactive,HIV_278,31688,,,8,12
279,279,279,HIV,0,inactive,HIV_279,19017,,,5,11
280,280,280,HIV,0,inactive,HIV_280,280,,,14,10
281,281,281,HIV,0,inactive,HIV_281,22502,,,19,12
282,282,282,HIV,0,inactive,HIV_282,2185,,,3,16
283,283,283,HIV,0,inactive,HIV_283,2185,,,3,12
284,284,284,HIV,0,inactive,HIV_284,34166,,,23,12
285,285,285,HIV,0,inactive,HIV_285,36480,,,8,20
286,286,286,HIV,0,inactive,HIV_286,35662,,,19,12
287,287,287,HIV,0,inactive,HIV_287,229,,,2,16
288,288,288,HIV,0,inactive,HIV_288,567,,,16,11
289,289,289,HIV,0,inactive,HIV_289,22456,,,14,12
290,290,290,HIV,1,active,HIV_290,27726,,,10,20
291,291,291,HIV,0,inactive,HIV_291,24389,,,14,17
292,292,292,HIV,0,inactive,HIV_292,37741,,,4,10
293,293,293,HIV,0,inactive,HIV_293,36034,,,22,22
294,294,294,HIV,0,inactive,HIV_294,16466,,,5,10
295,295,295,HIV,0,inactive,HIV_295,16466,,,5,11
296,296,296,HIV,1,active,HIV_296,3848,,,5,11
297,297,297,HIV,0,inactive,HIV_297,20416,,,9,14
298,298,298,HIV,0,inactive,HIV_298,13875,,,2,11
299,299,299,HIV,0,inactive,HIV_299,23327,,,2,10
300,300,300,HIV,0,inactive,HIV_300,11119,,,6,13
301,301,301,HIV,0,inactive,HIV_301,17329,,,17,15
302,302,302,HIV,0,inactive,HIV_302,10030,,,24,11
303,303,303,HIV,0,inactive,HIV_303,18465,,,8,12
304,304,304,HIV,0,inactive,HIV_304,19738,,,16,11
305,305,305,HIV,0,inactive,HIV_305,40089,,,20,13
306,306,306,HIV,0,inactive,HIV_306,41037,,,16,12
307,307,307,HIV,0,inactive,HIV_307,20619,,,2,11
308,308,308,HIV,0,inactive,HIV_308,6177,,,15,11
309,309,309,HIV,0,inactive,HIV_309,13875,,,2,13
310,310,310,HIV,0,inactive,HIV_310,20758,,,5,13
311,311,311,HIV,0,inactive,HIV_311,27729,,,22,11
312,312,312,HIV,0,inactive,HIV_312,28527,,,9,10
313,313,313,HIV,0,inactive,HIV_313,21862,,,1,12
314,314,314,HIV,0,inactive,HIV_314,27303,,,23,12
315,315,315,HIV,0,inactive,HIV_315,25289,,,7,16
316,316,316,HIV,0,inactive,HIV_316,28565,,,15,17
317,317,317,HIV,0,inactive,HIV_317,32826,,,2,16
318,318,318,HIV,0,inactive,HIV_318,318,,,16,12
319,319,319,HIV,0,inactive,HIV_319,318,,,16,11
320,320,320,HIV,0,inactive,HIV_320,318,,,16,12
321,321,321,HIV,0,inactive,HIV_321,318,,,16,12
322,322,322,HIV,0,inactive,HIV_322,37057,,,19,20
323,323,323,HIV,0,inactive,HIV_323,9716,,,4,11
324,324,324,HIV,0,inactive,HIV_324,34126,,,20,10
325,325,325,HIV,0,inactive,HIV_325,26612,,,14,13
326,326,326,HIV,0,inactive,HIV_326,120,,,16,16
327,327,327,HIV,0,inactive,HIV_327,37800,,,5,16
328,328,328,HIV,0,inactive,HIV_328,32429,,,23,14
329,329,329,HIV,0,inactive,HIV_329,28418,,,23,14
330,330,330,HIV,0,inactive,HIV_330,10393,,,16,16
331,331,331,HIV,0,inactive,HIV_331,1724,,,23,12
332,332,332,HIV,0,inactive,HIV_332,11119,,,6,13
333,333,333,HIV,0,inactive,HIV_333,27726,,,10,15
334,334,334,HIV,0,inactive,HIV_334,20866,,,23,12
335,335,335,HIV,0,inactive,HIV_335,7262,,,0,11
336,336,336,HIV,0,inactive,HIV_336,41249,,,10,11
337,337,337,HIV,0,inactive,HIV_337,1213,,,23,15
338,338,338,HIV,0,inactive,HIV_338,7262,,,0,11
339,339,339,HIV,0,inactive,HIV_339,12666,,,5,11
340,340,340,HIV,1,active,HIV_340,13791,,,3,11
341,341,341,HIV,0,inactive,HIV_341,32439,,,2,11
342,342,342,HIV,0,inactive,HIV_342,11925,,,14,12
343,343,343,HIV,0,inactive,HIV_343,30704,,,15,11
344,344,344,HIV,0,inactive,HIV_344,13425,,,24,10
345,345,345,HIV,0,inactive,HIV_345,36906,,,24,10
346,346,346,HIV,0,inactive,HIV_346,12042,,,13,15
347,347,347,HIV,0,inactive,HIV_347,40673,,,6,11
348,348,348,HIV,0,inactive,HIV_348,5611,,,1,12
349,349,349,HIV,0,inactive,HIV_349,40673,,,6,10
350,350,350,HIV,0,inactive,HIV_350,24465,,,4,12
351,351,351,HIV,0,inactive,HIV_351,24465,,,13,11
352,352,352,HIV,0,inactive,HIV_352,41037,,,16,13
353,353,353,HIV,0,inactive,HIV_353,41037,,,16,15
354,354,354,HIV,0,inactive,HIV_354,33122,,,22,18
355,355,355,HIV,0,inactive,HIV_355,7778,,,22,12
356,356,356,HIV,0,inactive,HIV_356,15383,,,0,11
357,357,357,HIV,0,inactive,HIV_357,7068,,,9,11
358,358,358,HIV,0,inactive,HIV_358,35171,,,22,13
359,359,359,HIV,0,inactive,HIV_359,3748,,,20,13
360,360,360,HIV,0,inactive,HIV_360,38871,,,22,12
361,361,361,HIV,0,inactive,HIV_361,13463,,,5,13
362,362,362,HIV,0,inactive,HIV_362,27138,,,15,15
363,363,363,HIV,0,inactive,HIV_363,18956,,,5,19
364,364,364,HIV,0,inactive,HIV_364,12519,,,18,18
365,365,365,HIV,0,inactive,HIV_365,7092,,,3,12
366,366,366,HIV,0,inactive,HIV_366,366,,,5,12
367,367,367,HIV,0,inactive,HIV_367,5720,,,22,15
368,368,368,HIV,0,inactive,HIV_368,32412,,,1,14
369,369,369,HIV,0,inactive,HIV_369,11481,,,15,19
370,370,370,HIV,0,inactive,HIV_370,32885,,,15,11
371,371,371,HIV,0,inactive,HIV_371,5964,,,17,15
372,372,372,HIV,0,inactive,HIV_372,1724,,,23,11
373,373,373,HIV,0,inactive,HIV_373,29447,,,17,15
374,374,374,HIV,0,inactive,HIV_374,41087,,,7,11
375,375,375,HIV,0,inactive,HIV_375,35665,,,18,17
376,376,376,HIV,0,inactive,HIV_376,40021,,,13,14
377,377,377,HIV,0,inactive,HIV_377,29461,,,13,13
378,378,378,HIV,0,inactive,HIV_378,16149,,,21,16
379,379,379,HIV,0,inactive,HIV_379,11925,,,14,13
380,380,380,HIV,0,inactive,HIV_380,380,,,22,20
381,381,381,HIV,0,inactive,HIV_381,38009,,,14,11
382,382,382,HIV,0,inactive,HIV_382,380,,,22,19
383,383,383,HIV,0,inactive,HIV_383,39075,,,4,12
384,384,384,HIV,0,inactive,HIV_384,38980,,,16,11
385,385,385,HIV,0,inactive,HIV_385,18466,,,10,12
386,386,386,HIV,0,inactive,HIV_386,2186,,,20,13
387,387,387,HIV,0,inactive,HIV_387,1705,,,14,13
388,388,388,HIV,0,inactive,HIV_388,28466,,,16,10
389,389,389,HIV,0,inactive,HIV_389,8747,,,0,13
390,390,390,HIV,0,inactive,HIV_390,39587,,,8,17
391,391,391,HIV,0,inactive,HIV_391,36073,,,22,10
392,392,392,HIV,0,inactive,HIV_392,36873,,,20,12
393,393,393,HIV,0,inactive,HIV_393,4616,,,16,13
394,394,394,HIV,0,inactive,HIV_394,17849,,,24,13
395,395,395,HIV,0,inactive,HIV_395,4961,,,2,10
396,396,396,HIV,0,inactive,HIV_396,17288,,,10,16
397,397,397,HIV,0,inactive,HIV_397,23574,,,10,10
398,398,398,HIV,0,inactive,HIV_398,32340,,,16,12
399,399,399,HIV,0,inactive,HIV_399,41207,,,20,15
400,400,400,HIV,0,inactive,HIV_400,15203,,,16,12
401,401,401,HIV,0,inactive,HIV_401,38871,,,16,16
402,402,402,HIV,0,inactive,HIV_402,35364,,,4,13
403,403,403,HIV,0,inactive,HIV_403,14595,,,21,12
404,404,404,HIV,0,inactive,HIV_404,10075,,,16,10
405,405,405,HIV,0,inactive,HIV_405,29809,,,16,11
406,406,406,HIV,0,inactive,HIV_406,23544,,,6,14
407,407,407,HIV,0,inactive,HIV_407,888,,,1,12
408,408,408,HIV,0,inactive,HIV_408,29135,,,1,14
409,409,409,HIV,0,inactive,HIV_409,12862,,,2,11
410,410,410,HIV,0,inactive,HIV_410,7155,,,8,10
411,411,411,HIV,0,inactive,HIV_411,12270,,,6,12
412,412,412,HIV,0,inactive,HIV_412,8202,,,23,11
413,413,413,HIV,0,inactive,HIV_413,31082,,,4,12
414,414,414,HIV,0,inactive,HIV_414,38706,,,23,11
415,415,415,HIV,0,inactive,HIV_415,28268,,,10,14
416,416,416,HIV,0,inactive,HIV_416,37950,,,4,13
417,417,417,HIV,0,inactive,HIV_417,37800,,,5,16
418,418,418,HIV,0,inactive,HIV_418,33567,,,22,11
419,419,419,HIV,0,inactive,HIV_419,36270,,,5,16
420,420,420,HIV,0,inactive,HIV_420,41074,,,5,16
421,421,421,HIV,0,inactive,HIV_421,240,,,16,12
422,422,422,HIV,0,inactive,HIV_422,240,,,16,12
423,423,423,HIV,0,inactive,HIV_423,27279,,,21,19
424,424,424,HIV,0,inactive,HIV_424,240,,,16,12
425,425,425,HIV,0,inactive,HIV_425,131,,,5,18
426,426,426,HIV,0,inactive,HIV_426,11997,,,21,12
427,427,427,HIV,0,inactive,HIV_427,8416,,,11,12
428,428,428,HIV,0,inactive,HIV_428,29816,,,24,12
429,429,429,HIV,0,inactive,HIV_429,13829,,,9,10
430,430,430,HIV,0,inactive,HIV_430,1724,,,23,15
431,431,431,HIV,0,inactive,HIV_431,12358,,,15,18
432,432,432,HIV,0,inactive,HIV_432,34622,,,6,17
433,433,433,HIV,0,inactive,HIV_433,29050,,,21,11
434,434,434,HIV,0,inactive,HIV_434,1724,,,23,11
435,435,435,HIV,0,inactive,HIV_435,9237,,,10,13
436,436,436,HIV,0,inactive,HIV_436,17472,,,1,13
437,437,437,HIV,1,active,HIV_437,12077,,,10,16
438,438,438,HIV,0,inactive,HIV_438,12077,,,10,16
439,439,439,HIV,0,inactive,HIV_439,18147,,,22,10
440,440,440,HIV,0,inactive,HIV_440,36495,,,4,11
441,441,441,HIV,1,active,HIV_441,39580,,,4,11
442,442,442,HIV,0,inactive,HIV_442,9829,,,13,10
443,443,443,HIV,1,active,HIV_443,40411,,,24,14
444,444,444,HIV,0,inactive,HIV_444,40411,,,24,14
445,445,445,HIV,0,inactive,HIV_445,20678,,,24,11
446,446,446,HIV,0,inactive,HIV_446,20678,,,24,10
447,447,447,HIV,0,inactive,HIV_447,28034,,,4,11
448,448,448,HIV,0,inactive,HIV_448,20197,,,10,21
449,449,449,HIV,0,inactive,HIV_449,36172,,,8,13
450,450,450,HIV,0,inactive,HIV_450,24160,,,7,18
