node_id,community,dataset,hiv_active,brnpdb_id,common_name
229,229,HIV,0.0,tensor(-1),
230,32429,HIV,0.0,tensor(-1),
231,40828,HIV,0.0,tensor(-1),
232,27997,HIV,0.0,tensor(-1),
233,25467,HIV,0.0,tensor(-1),
234,8091,HIV,1.0,tensor(-1),
235,20553,HIV,0.0,tensor(-1),
236,19369,HIV,0.0,tensor(-1),
237,2557,HIV,0.0,tensor(-1),
238,41037,HIV,0.0,tensor(-1),
239,15686,HIV,0.0,tensor(-1),
240,240,HIV,0.0,tensor(-1),
241,240,HIV,0.0,tensor(-1),
242,23873,HIV,0.0,tensor(-1),
243,4441,HIV,0.0,tensor(-1),
244,19818,HIV,0.0,tensor(-1),
245,29356,HIV,0.0,tensor(-1),
246,5961,HIV,0.0,tensor(-1),
247,21641,HIV,0.0,tensor(-1),
248,17189,HIV,0.0,tensor(-1),
249,20758,HIV,0.0,tensor(-1),
250,33520,HIV,0.0,tensor(-1),
251,4441,HIV,0.0,tensor(-1),
252,10052,HIV,0.0,tensor(-1),
253,10263,HIV,0.0,tensor(-1),
254,39507,HIV,0.0,tensor(-1),
255,8061,HIV,0.0,tensor(-1),
256,29640,HIV,0.0,tensor(-1),
257,40930,HIV,0.0,tensor(-1),
258,18632,HIV,0.0,tensor(-1),
259,1724,HIV,0.0,tensor(-1),
260,17077,HIV,0.0,tensor(-1),
261,19163,HIV,0.0,tensor(-1),
262,18567,HIV,0.0,tensor(-1),
263,31082,HIV,0.0,tensor(-1),
264,29461,HIV,0.0,tensor(-1),
265,34530,HIV,0.0,tensor(-1),
266,3352,HIV,0.0,tensor(-1),
267,36101,HIV,0.0,tensor(-1),
268,21815,HIV,0.0,tensor(-1),
269,20253,HIV,0.0,tensor(-1),
270,270,HIV,0.0,tensor(-1),
271,41047,HIV,0.0,tensor(-1),
272,37642,HIV,0.0,tensor(-1),
273,7911,HIV,0.0,tensor(-1),
274,36495,HIV,0.0,tensor(-1),
275,7911,HIV,0.0,tensor(-1),
276,27997,HIV,0.0,tensor(-1),
277,34638,HIV,0.0,tensor(-1),
278,31688,HIV,0.0,tensor(-1),
279,19017,HIV,0.0,tensor(-1),
280,280,HIV,0.0,tensor(-1),
281,22502,HIV,0.0,tensor(-1),
282,2185,HIV,0.0,tensor(-1),
283,2185,HIV,0.0,tensor(-1),
284,34166,HIV,0.0,tensor(-1),
285,36480,HIV,0.0,tensor(-1),
286,35662,HIV,0.0,tensor(-1),
287,229,HIV,0.0,tensor(-1),
288,567,HIV,0.0,tensor(-1),
289,22456,HIV,0.0,tensor(-1),
290,27726,HIV,1.0,tensor(-1),
291,24389,HIV,0.0,tensor(-1),
292,37741,HIV,0.0,tensor(-1),
293,36034,HIV,0.0,tensor(-1),
294,16466,HIV,0.0,tensor(-1),
295,16466,HIV,0.0,tensor(-1),
296,3848,HIV,1.0,tensor(-1),
297,20416,HIV,0.0,tensor(-1),
298,13875,HIV,0.0,tensor(-1),
299,23327,HIV,0.0,tensor(-1),
300,11119,HIV,0.0,tensor(-1),
301,17329,HIV,0.0,tensor(-1),
302,10030,HIV,0.0,tensor(-1),
303,18465,HIV,0.0,tensor(-1),
304,19738,HIV,0.0,tensor(-1),
305,40089,HIV,0.0,tensor(-1),
306,41037,HIV,0.0,tensor(-1),
307,20619,HIV,0.0,tensor(-1),
308,6177,HIV,0.0,tensor(-1),
309,13875,HIV,0.0,tensor(-1),
310,20758,HIV,0.0,tensor(-1),
311,27729,HIV,0.0,tensor(-1),
312,28527,HIV,0.0,tensor(-1),
313,21862,HIV,0.0,tensor(-1),
314,27303,HIV,0.0,tensor(-1),
315,25289,HIV,0.0,tensor(-1),
316,28565,HIV,0.0,tensor(-1),
317,32826,HIV,0.0,tensor(-1),
318,318,HIV,0.0,tensor(-1),
319,318,HIV,0.0,tensor(-1),
320,318,HIV,0.0,tensor(-1),
321,318,HIV,0.0,tensor(-1),
322,37057,HIV,0.0,tensor(-1),
323,9716,HIV,0.0,tensor(-1),
324,34126,HIV,0.0,tensor(-1),
325,26612,HIV,0.0,tensor(-1),
326,120,HIV,0.0,tensor(-1),
327,37800,HIV,0.0,tensor(-1),
328,32429,HIV,0.0,tensor(-1),
329,28418,HIV,0.0,tensor(-1),
330,10393,HIV,0.0,tensor(-1),
331,1724,HIV,0.0,tensor(-1),
332,11119,HIV,0.0,tensor(-1),
333,27726,HIV,0.0,tensor(-1),
334,20866,HIV,0.0,tensor(-1),
335,7262,HIV,0.0,tensor(-1),
336,41249,HIV,0.0,tensor(-1),
337,1213,HIV,0.0,tensor(-1),
338,7262,HIV,0.0,tensor(-1),
339,12666,HIV,0.0,tensor(-1),
340,13791,HIV,1.0,tensor(-1),
341,32439,HIV,0.0,tensor(-1),
342,11925,HIV,0.0,tensor(-1),
343,30704,HIV,0.0,tensor(-1),
344,13425,HIV,0.0,tensor(-1),
345,36906,HIV,0.0,tensor(-1),
346,12042,HIV,0.0,tensor(-1),
347,40673,HIV,0.0,tensor(-1),
348,5611,HIV,0.0,tensor(-1),
349,40673,HIV,0.0,tensor(-1),
350,24465,HIV,0.0,tensor(-1),
351,24465,HIV,0.0,tensor(-1),
352,41037,HIV,0.0,tensor(-1),
353,41037,HIV,0.0,tensor(-1),
354,33122,HIV,0.0,tensor(-1),
355,7778,HIV,0.0,tensor(-1),
356,15383,HIV,0.0,tensor(-1),
357,7068,HIV,0.0,tensor(-1),
358,35171,HIV,0.0,tensor(-1),
359,3748,HIV,0.0,tensor(-1),
360,38871,HIV,0.0,tensor(-1),
361,13463,HIV,0.0,tensor(-1),
362,27138,HIV,0.0,tensor(-1),
363,18956,HIV,0.0,tensor(-1),
364,12519,HIV,0.0,tensor(-1),
365,7092,HIV,0.0,tensor(-1),
366,366,HIV,0.0,tensor(-1),
367,5720,HIV,0.0,tensor(-1),
368,32412,HIV,0.0,tensor(-1),
369,11481,HIV,0.0,tensor(-1),
370,32885,HIV,0.0,tensor(-1),
371,5964,HIV,0.0,tensor(-1),
372,1724,HIV,0.0,tensor(-1),
373,29447,HIV,0.0,tensor(-1),
374,41087,HIV,0.0,tensor(-1),
375,35665,HIV,0.0,tensor(-1),
376,40021,HIV,0.0,tensor(-1),
377,29461,HIV,0.0,tensor(-1),
378,16149,HIV,0.0,tensor(-1),
379,11925,HIV,0.0,tensor(-1),
380,380,HIV,0.0,tensor(-1),
381,38009,HIV,0.0,tensor(-1),
382,380,HIV,0.0,tensor(-1),
383,39075,HIV,0.0,tensor(-1),
384,38980,HIV,0.0,tensor(-1),
385,18466,HIV,0.0,tensor(-1),
386,2186,HIV,0.0,tensor(-1),
387,1705,HIV,0.0,tensor(-1),
388,28466,HIV,0.0,tensor(-1),
389,8747,HIV,0.0,tensor(-1),
390,39587,HIV,0.0,tensor(-1),
391,36073,HIV,0.0,tensor(-1),
392,36873,HIV,0.0,tensor(-1),
393,4616,HIV,0.0,tensor(-1),
394,17849,HIV,0.0,tensor(-1),
395,4961,HIV,0.0,tensor(-1),
396,17288,HIV,0.0,tensor(-1),
397,23574,HIV,0.0,tensor(-1),
398,32340,HIV,0.0,tensor(-1),
399,41207,HIV,0.0,tensor(-1),
400,15203,HIV,0.0,tensor(-1),
401,38871,HIV,0.0,tensor(-1),
402,35364,HIV,0.0,tensor(-1),
403,14595,HIV,0.0,tensor(-1),
404,10075,HIV,0.0,tensor(-1),
405,29809,HIV,0.0,tensor(-1),
406,23544,HIV,0.0,tensor(-1),
407,888,HIV,0.0,tensor(-1),
408,29135,HIV,0.0,tensor(-1),
409,12862,HIV,0.0,tensor(-1),
410,7155,HIV,0.0,tensor(-1),
411,12270,HIV,0.0,tensor(-1),
412,8202,HIV,0.0,tensor(-1),
413,31082,HIV,0.0,tensor(-1),
414,38706,HIV,0.0,tensor(-1),
415,28268,HIV,0.0,tensor(-1),
416,37950,HIV,0.0,tensor(-1),
417,37800,HIV,0.0,tensor(-1),
418,33567,HIV,0.0,tensor(-1),
419,36270,HIV,0.0,tensor(-1),
420,41074,HIV,0.0,tensor(-1),
421,240,HIV,0.0,tensor(-1),
422,240,HIV,0.0,tensor(-1),
423,27279,HIV,0.0,tensor(-1),
424,240,HIV,0.0,tensor(-1),
425,131,HIV,0.0,tensor(-1),
426,11997,HIV,0.0,tensor(-1),
427,8416,HIV,0.0,tensor(-1),
428,29816,HIV,0.0,tensor(-1),
429,13829,HIV,0.0,tensor(-1),
430,1724,HIV,0.0,tensor(-1),
431,12358,HIV,0.0,tensor(-1),
432,34622,HIV,0.0,tensor(-1),
433,29050,HIV,0.0,tensor(-1),
434,1724,HIV,0.0,tensor(-1),
435,9237,HIV,0.0,tensor(-1),
436,17472,HIV,0.0,tensor(-1),
437,12077,HIV,1.0,tensor(-1),
438,12077,HIV,0.0,tensor(-1),
439,18147,HIV,0.0,tensor(-1),
440,36495,HIV,0.0,tensor(-1),
441,39580,HIV,1.0,tensor(-1),
442,9829,HIV,0.0,tensor(-1),
443,40411,HIV,1.0,tensor(-1),
444,40411,HIV,0.0,tensor(-1),
445,20678,HIV,0.0,tensor(-1),
446,20678,HIV,0.0,tensor(-1),
447,28034,HIV,0.0,tensor(-1),
448,20197,HIV,0.0,tensor(-1),
449,36172,HIV,0.0,tensor(-1),
450,24160,HIV,0.0,tensor(-1),
451,41008,HIV,0.0,tensor(-1),
452,223,HIV,0.0,tensor(-1),
453,454,HIV,0.0,tensor(-1),
454,454,HIV,0.0,tensor(-1),
455,31,HIV,1.0,tensor(-1),
456,34166,HIV,0.0,tensor(-1),
457,7092,HIV,0.0,tensor(-1),
458,26324,HIV,0.0,tensor(-1),
459,17189,HIV,0.0,tensor(-1),
460,36499,HIV,0.0,tensor(-1),
461,5127,HIV,0.0,tensor(-1),
462,3560,HIV,0.0,tensor(-1),
463,34613,HIV,0.0,tensor(-1),
464,36360,HIV,0.0,tensor(-1),
465,7054,HIV,0.0,tensor(-1),
466,26038,HIV,0.0,tensor(-1),
467,24793,HIV,0.0,tensor(-1),
468,14607,HIV,0.0,tensor(-1),
469,7972,HIV,0.0,tensor(-1),
470,31868,HIV,0.0,tensor(-1),
471,5043,HIV,0.0,tensor(-1),
472,14068,HIV,0.0,tensor(-1),
473,35151,HIV,0.0,tensor(-1),
474,28837,HIV,0.0,tensor(-1),
475,6419,HIV,0.0,tensor(-1),
476,9161,HIV,0.0,tensor(-1),
477,17077,HIV,0.0,tensor(-1),
478,6108,HIV,0.0,tensor(-1),
479,20,HIV,0.0,tensor(-1),
480,18615,HIV,0.0,tensor(-1),
481,3595,HIV,0.0,tensor(-1),
482,21641,HIV,0.0,tensor(-1),
483,30581,HIV,0.0,tensor(-1),
484,9927,HIV,0.0,tensor(-1),
485,2278,HIV,0.0,tensor(-1),
486,23081,HIV,0.0,tensor(-1),
487,15673,HIV,0.0,tensor(-1),
488,32385,HIV,0.0,tensor(-1),
489,29779,HIV,0.0,tensor(-1),
490,6667,HIV,0.0,tensor(-1),
491,491,HIV,0.0,tensor(-1),
492,18466,HIV,0.0,tensor(-1),
493,380,HIV,0.0,tensor(-1),
494,21814,HIV,0.0,tensor(-1),
495,2464,HIV,0.0,tensor(-1),
496,20203,HIV,0.0,tensor(-1),
497,31999,HIV,0.0,tensor(-1),
498,16120,HIV,0.0,tensor(-1),
499,3850,HIV,1.0,tensor(-1),
500,20348,HIV,0.0,tensor(-1),
501,34688,HIV,0.0,tensor(-1),
502,34688,HIV,0.0,tensor(-1),
503,810,HIV,0.0,tensor(-1),
504,7372,HIV,0.0,tensor(-1),
505,34688,HIV,0.0,tensor(-1),
506,29321,HIV,0.0,tensor(-1),
507,507,HIV,0.0,tensor(-1),
508,508,HIV,0.0,tensor(-1),
509,11884,HIV,0.0,tensor(-1),
510,29026,HIV,0.0,tensor(-1),
511,7498,HIV,0.0,tensor(-1),
512,31104,HIV,0.0,tensor(-1),
513,28196,HIV,0.0,tensor(-1),
514,16768,HIV,0.0,tensor(-1),
515,1245,HIV,0.0,tensor(-1),
516,37972,HIV,0.0,tensor(-1),
517,15629,HIV,1.0,tensor(-1),
518,37950,HIV,0.0,tensor(-1),
519,21940,HIV,0.0,tensor(-1),
520,520,HIV,0.0,tensor(-1),
521,521,HIV,0.0,tensor(-1),
522,21802,HIV,0.0,tensor(-1),
523,523,HIV,0.0,tensor(-1),
524,523,HIV,0.0,tensor(-1),
525,2293,HIV,0.0,tensor(-1),
526,40972,HIV,0.0,tensor(-1),
527,11119,HIV,0.0,tensor(-1),
528,10326,HIV,0.0,tensor(-1),
529,19970,HIV,0.0,tensor(-1),
530,2101,HIV,0.0,tensor(-1),
531,3079,HIV,0.0,tensor(-1),
532,38960,HIV,0.0,tensor(-1),
533,39548,HIV,0.0,tensor(-1),
534,14921,HIV,0.0,tensor(-1),
535,31949,HIV,0.0,tensor(-1),
536,536,HIV,0.0,tensor(-1),
537,12932,HIV,0.0,tensor(-1),
538,538,HIV,0.0,tensor(-1),
539,538,HIV,0.0,tensor(-1),
540,538,HIV,0.0,tensor(-1),
541,538,HIV,0.0,tensor(-1),
542,538,HIV,0.0,tensor(-1),
543,35897,HIV,0.0,tensor(-1),
544,26161,HIV,0.0,tensor(-1),
545,23764,HIV,0.0,tensor(-1),
546,25289,HIV,0.0,tensor(-1),
547,26221,HIV,0.0,tensor(-1),
548,14506,HIV,0.0,tensor(-1),
549,19895,HIV,0.0,tensor(-1),
550,3626,HIV,0.0,tensor(-1),
551,14619,HIV,0.0,tensor(-1),
552,34537,HIV,0.0,tensor(-1),
553,22731,HIV,0.0,tensor(-1),
554,554,HIV,0.0,tensor(-1),
555,28738,HIV,0.0,tensor(-1),
556,18635,HIV,0.0,tensor(-1),
557,5282,HIV,0.0,tensor(-1),
558,558,HIV,0.0,tensor(-1),
559,31982,HIV,0.0,tensor(-1),
560,14993,HIV,0.0,tensor(-1),
561,19798,HIV,0.0,tensor(-1),
562,23686,HIV,0.0,tensor(-1),
563,17266,HIV,0.0,tensor(-1),
564,8515,HIV,0.0,tensor(-1),
565,33433,HIV,0.0,tensor(-1),
566,36418,HIV,0.0,tensor(-1),
567,567,HIV,0.0,tensor(-1),
568,21682,HIV,0.0,tensor(-1),
569,5961,HIV,0.0,tensor(-1),
570,15376,HIV,0.0,tensor(-1),
571,571,HIV,1.0,tensor(-1),
572,571,HIV,0.0,tensor(-1),
573,571,HIV,0.0,tensor(-1),
574,30155,HIV,0.0,tensor(-1),
575,14921,HIV,0.0,tensor(-1),
576,36242,HIV,0.0,tensor(-1),
577,22357,HIV,0.0,tensor(-1),
578,7808,HIV,0.0,tensor(-1),
579,38263,HIV,0.0,tensor(-1),
580,24645,HIV,0.0,tensor(-1),
581,40290,HIV,0.0,tensor(-1),
582,27992,HIV,0.0,tensor(-1),
583,10326,HIV,0.0,tensor(-1),
584,8643,HIV,0.0,tensor(-1),
585,6837,HIV,0.0,tensor(-1),
586,1262,HIV,0.0,tensor(-1),
587,38917,HIV,0.0,tensor(-1),
588,40405,HIV,1.0,tensor(-1),
589,23780,HIV,0.0,tensor(-1),
590,1786,HIV,1.0,tensor(-1),
591,37808,HIV,0.0,tensor(-1),
592,22780,HIV,0.0,tensor(-1),
593,36853,HIV,0.0,tensor(-1),
594,29916,HIV,0.0,tensor(-1),
595,5585,HIV,0.0,tensor(-1),
596,5218,HIV,0.0,tensor(-1),
597,31728,HIV,0.0,tensor(-1),
598,37601,HIV,0.0,tensor(-1),
599,15751,HIV,0.0,tensor(-1),
600,32125,HIV,1.0,tensor(-1),
601,37614,HIV,0.0,tensor(-1),
602,223,HIV,0.0,tensor(-1),
603,18485,HIV,0.0,tensor(-1),
604,16044,HIV,0.0,tensor(-1),
605,32068,HIV,0.0,tensor(-1),
606,19109,HIV,1.0,tensor(-1),
607,10144,HIV,0.0,tensor(-1),
608,608,HIV,0.0,tensor(-1),
609,608,HIV,0.0,tensor(-1),
610,8980,HIV,0.0,tensor(-1),
611,18956,HIV,0.0,tensor(-1),
612,18025,HIV,0.0,tensor(-1),
613,23764,HIV,0.0,tensor(-1),
614,27303,HIV,0.0,tensor(-1),
615,25438,HIV,0.0,tensor(-1),
616,31418,HIV,0.0,tensor(-1),
617,24517,HIV,0.0,tensor(-1),
618,24937,HIV,0.0,tensor(-1),
619,5720,HIV,0.0,tensor(-1),
620,6678,HIV,0.0,tensor(-1),
621,38124,HIV,0.0,tensor(-1),
622,608,HIV,0.0,tensor(-1),
623,40508,HIV,0.0,tensor(-1),
624,28492,HIV,0.0,tensor(-1),
625,508,HIV,0.0,tensor(-1),
626,37800,HIV,0.0,tensor(-1),
627,39075,HIV,0.0,tensor(-1),
628,30990,HIV,0.0,tensor(-1),
629,38840,HIV,0.0,tensor(-1),
630,6322,HIV,0.0,tensor(-1),
631,30616,HIV,0.0,tensor(-1),
632,27726,HIV,0.0,tensor(-1),
633,19480,HIV,0.0,tensor(-1),
634,13163,HIV,0.0,tensor(-1),
635,2913,HIV,0.0,tensor(-1),
636,24447,HIV,0.0,tensor(-1),
637,13910,HIV,0.0,tensor(-1),
638,30585,HIV,0.0,tensor(-1),
639,19998,HIV,0.0,tensor(-1),
640,27861,HIV,0.0,tensor(-1),
641,39008,HIV,0.0,tensor(-1),
642,30498,HIV,0.0,tensor(-1),
643,18883,HIV,0.0,tensor(-1),
644,35532,HIV,0.0,tensor(-1),
645,27542,HIV,0.0,tensor(-1),
646,39030,HIV,0.0,tensor(-1),
647,41008,HIV,0.0,tensor(-1),
648,25163,HIV,0.0,tensor(-1),
649,8799,HIV,0.0,tensor(-1),
650,27992,HIV,1.0,tensor(-1),
651,12042,HIV,0.0,tensor(-1),
652,11411,HIV,0.0,tensor(-1),
653,32429,HIV,1.0,tensor(-1),
654,12670,HIV,0.0,tensor(-1),
655,38706,HIV,0.0,tensor(-1),
656,12670,HIV,0.0,tensor(-1),
657,41129,HIV,0.0,tensor(-1),
658,19369,HIV,1.0,tensor(-1),
659,41129,HIV,0.0,tensor(-1),
660,41129,HIV,0.0,tensor(-1),
661,41129,HIV,0.0,tensor(-1),
662,12666,HIV,0.0,tensor(-1),
663,28398,HIV,0.0,tensor(-1),
664,12704,HIV,0.0,tensor(-1),
665,38477,HIV,0.0,tensor(-1),
666,666,HIV,0.0,tensor(-1),
