community,size,active,inactive,br_compounds,frac_active,enrichment
7525,15,2,13,0,0.13333333333333333,3.8001386001385997
30222,15,2,13,0,0.13333333333333333,3.8001386001385997
15097,15,2,13,0,0.13333333333333333,3.8001386001385997
38518,16,2,13,1,0.13333333333333333,3.8001386001385997
2560,23,3,20,0,0.13043478260869565,3.7175268914399346
22589,8,1,7,0,0.125,3.5626299376299375
20978,8,1,7,0,0.125,3.5626299376299375
29446,8,1,7,0,0.125,3.5626299376299375
15433,8,1,7,0,0.125,3.5626299376299375
24351,8,1,7,0,0.125,3.5626299376299375
15387,24,3,21,0,0.125,3.5626299376299375
3177,8,1,7,0,0.125,3.5626299376299375
21869,8,1,7,0,0.125,3.5626299376299375
3732,8,1,7,0,0.125,3.5626299376299375
3244,8,1,7,0,0.125,3.5626299376299375
13018,16,2,14,0,0.125,3.5626299376299375
24330,8,1,7,0,0.125,3.5626299376299375
21457,8,1,7,0,0.125,3.5626299376299375
4303,32,4,28,0,0.125,3.5626299376299375
21572,8,1,7,0,0.125,3.5626299376299375
14735,8,1,7,0,0.125,3.5626299376299375
3465,24,3,21,0,0.125,3.5626299376299375
28267,8,1,7,0,0.125,3.5626299376299375
3881,8,1,7,0,0.125,3.5626299376299375
32667,16,2,14,0,0.125,3.5626299376299375
7724,8,1,7,0,0.125,3.5626299376299375
29891,8,1,7,0,0.125,3.5626299376299375
9211,8,1,7,0,0.125,3.5626299376299375
25624,8,1,7,0,0.125,3.5626299376299375
25880,8,1,7,0,0.125,3.5626299376299375
1313,8,1,7,0,0.125,3.5626299376299375
34283,8,1,7,0,0.125,3.5626299376299375
5208,8,1,7,0,0.125,3.5626299376299375
814,8,1,7,0,0.125,3.5626299376299375
8258,8,1,7,0,0.125,3.5626299376299375
32328,16,2,14,0,0.125,3.5626299376299375
32301,8,1,7,0,0.125,3.5626299376299375
5484,8,1,7,0,0.125,3.5626299376299375
16455,8,1,7,0,0.125,3.5626299376299375
5405,8,1,7,0,0.125,3.5626299376299375
7636,8,1,7,0,0.125,3.5626299376299375
7529,8,1,7,0,0.125,3.5626299376299375
24439,8,1,7,0,0.125,3.5626299376299375
16198,8,1,7,0,0.125,3.5626299376299375
32598,8,1,7,0,0.125,3.5626299376299375
783,16,2,14,0,0.125,3.5626299376299375
5627,25,3,22,0,0.12,3.4201247401247397
23170,25,3,22,0,0.12,3.4201247401247397
36685,17,2,15,0,0.11764705882352941,3.3530634707105293
38471,17,2,15,0,0.11764705882352941,3.3530634707105293
7602,17,2,15,0,0.11764705882352941,3.3530634707105293
24300,17,2,15,0,0.11764705882352941,3.3530634707105293
38715,17,2,15,0,0.11764705882352941,3.3530634707105293
31208,17,2,15,0,0.11764705882352941,3.3530634707105293
21621,34,4,30,0,0.11764705882352941,3.3530634707105293
4244,17,2,15,0,0.11764705882352941,3.3530634707105293
30800,35,4,30,1,0.11764705882352941,3.3530634707105293
38351,17,2,15,0,0.11764705882352941,3.3530634707105293
39003,17,2,15,0,0.11764705882352941,3.3530634707105293
6811,17,2,15,0,0.11764705882352941,3.3530634707105293
29258,26,3,23,0,0.11538461538461539,3.288581480889173
8013,35,4,31,0,0.11428571428571428,3.257261657261657
39194,35,4,31,0,0.11428571428571428,3.257261657261657
32732,18,2,16,0,0.1111111111111111,3.1667821667821663
38529,18,2,16,0,0.1111111111111111,3.1667821667821663
9341,18,2,16,0,0.1111111111111111,3.1667821667821663
13117,18,2,16,0,0.1111111111111111,3.1667821667821663
32921,9,1,8,0,0.1111111111111111,3.1667821667821663
6860,9,1,8,0,0.1111111111111111,3.1667821667821663
4208,12,1,8,3,0.1111111111111111,3.1667821667821663
37477,9,1,8,0,0.1111111111111111,3.1667821667821663
7398,9,1,8,0,0.1111111111111111,3.1667821667821663
394,9,1,8,0,0.1111111111111111,3.1667821667821663
4583,9,1,8,0,0.1111111111111111,3.1667821667821663
8047,18,2,16,0,0.1111111111111111,3.1667821667821663
5384,9,1,8,0,0.1111111111111111,3.1667821667821663
10630,9,1,8,0,0.1111111111111111,3.1667821667821663
13797,9,1,8,0,0.1111111111111111,3.1667821667821663
25489,18,2,16,0,0.1111111111111111,3.1667821667821663
9712,9,1,8,0,0.1111111111111111,3.1667821667821663
12075,18,2,16,0,0.1111111111111111,3.1667821667821663
31302,9,1,8,0,0.1111111111111111,3.1667821667821663
32456,18,2,16,0,0.1111111111111111,3.1667821667821663
20456,9,1,8,0,0.1111111111111111,3.1667821667821663
15563,9,1,8,0,0.1111111111111111,3.1667821667821663
808,9,1,8,0,0.1111111111111111,3.1667821667821663
16830,9,1,8,0,0.1111111111111111,3.1667821667821663
39530,18,2,16,0,0.1111111111111111,3.1667821667821663
30539,18,2,16,0,0.1111111111111111,3.1667821667821663
30289,10,1,8,1,0.1111111111111111,3.1667821667821663
23436,9,1,8,0,0.1111111111111111,3.1667821667821663
18446,9,1,8,0,0.1111111111111111,3.1667821667821663
15221,18,2,16,0,0.1111111111111111,3.1667821667821663
19556,18,2,16,0,0.1111111111111111,3.1667821667821663
27293,9,1,8,0,0.1111111111111111,3.1667821667821663
22659,9,1,8,0,0.1111111111111111,3.1667821667821663
28843,9,1,8,0,0.1111111111111111,3.1667821667821663
15043,18,2,16,0,0.1111111111111111,3.1667821667821663
16005,9,1,8,0,0.1111111111111111,3.1667821667821663
20533,9,1,8,0,0.1111111111111111,3.1667821667821663
20571,9,1,8,0,0.1111111111111111,3.1667821667821663
24221,9,1,8,0,0.1111111111111111,3.1667821667821663
14562,18,2,16,0,0.1111111111111111,3.1667821667821663
27849,10,1,8,1,0.1111111111111111,3.1667821667821663
20946,9,1,8,0,0.1111111111111111,3.1667821667821663
24179,9,1,8,0,0.1111111111111111,3.1667821667821663
28211,9,1,8,0,0.1111111111111111,3.1667821667821663
28089,9,1,8,0,0.1111111111111111,3.1667821667821663
21449,27,3,24,0,0.1111111111111111,3.1667821667821663
6812,28,3,25,0,0.10714285714285714,3.053682803682803
2780,28,3,25,0,0.10714285714285714,3.053682803682803
37583,19,2,17,0,0.10526315789473684,3.0001094211620525
33503,19,2,17,0,0.10526315789473684,3.0001094211620525
24674,19,2,17,0,0.10526315789473684,3.0001094211620525
28486,19,2,17,0,0.10526315789473684,3.0001094211620525
40007,19,2,17,0,0.10526315789473684,3.0001094211620525
17540,38,4,34,0,0.10526315789473684,3.0001094211620525
22473,19,2,17,0,0.10526315789473684,3.0001094211620525
27573,19,2,17,0,0.10526315789473684,3.0001094211620525
3301,19,2,17,0,0.10526315789473684,3.0001094211620525
20567,29,3,26,0,0.10344827586206896,2.9483833966592585
39460,29,3,26,0,0.10344827586206896,2.9483833966592585
28914,39,4,35,0,0.10256410256410256,2.9231835385681535
10148,40,4,35,1,0.10256410256410256,2.9231835385681535
36493,10,1,9,0,0.1,2.85010395010395
24427,20,2,18,0,0.1,2.85010395010395
14091,10,1,9,0,0.1,2.85010395010395
22756,30,3,27,0,0.1,2.85010395010395
7526,10,1,9,0,0.1,2.85010395010395
34909,10,1,9,0,0.1,2.85010395010395
4750,20,2,18,0,0.1,2.85010395010395
34991,11,1,9,1,0.1,2.85010395010395
28686,30,3,27,0,0.1,2.85010395010395
35147,30,3,27,0,0.1,2.85010395010395
4934,10,1,9,0,0.1,2.85010395010395
1882,10,1,9,0,0.1,2.85010395010395
8037,20,2,18,0,0.1,2.85010395010395
22645,10,1,9,0,0.1,2.85010395010395
12674,10,1,9,0,0.1,2.85010395010395
31524,10,1,9,0,0.1,2.85010395010395
36238,10,1,9,0,0.1,2.85010395010395
40015,20,2,18,0,0.1,2.85010395010395
3110,10,1,9,0,0.1,2.85010395010395
8530,15,1,9,5,0.1,2.85010395010395
10494,10,1,9,0,0.1,2.85010395010395
6566,10,1,9,0,0.1,2.85010395010395
6651,10,1,9,0,0.1,2.85010395010395
12115,10,1,9,0,0.1,2.85010395010395
22031,10,1,9,0,0.1,2.85010395010395
25343,10,1,9,0,0.1,2.85010395010395
15456,20,2,18,0,0.1,2.85010395010395
6552,20,2,18,0,0.1,2.85010395010395
25955,10,1,9,0,0.1,2.85010395010395
26834,10,1,9,0,0.1,2.85010395010395
6850,10,1,9,0,0.1,2.85010395010395
21375,10,1,9,0,0.1,2.85010395010395
6899,10,1,9,0,0.1,2.85010395010395
27983,10,1,9,0,0.1,2.85010395010395
2944,20,2,18,0,0.1,2.85010395010395
12011,10,1,9,0,0.1,2.85010395010395
10657,10,1,9,0,0.1,2.85010395010395
40798,10,1,9,0,0.1,2.85010395010395
22007,10,1,9,0,0.1,2.85010395010395
3858,41,4,37,0,0.0975609756097561,2.78058921961361
40519,31,3,28,0,0.0967741935483871,2.7581651130038223
14682,21,2,19,0,0.09523809523809523,2.714384714384714
25472,21,2,19,0,0.09523809523809523,2.714384714384714
6756,21,2,19,0,0.09523809523809523,2.714384714384714
27883,21,2,19,0,0.09523809523809523,2.714384714384714
32083,21,2,19,0,0.09523809523809523,2.714384714384714
36611,21,2,19,0,0.09523809523809523,2.714384714384714
35831,21,2,19,0,0.09523809523809523,2.714384714384714
9429,21,2,19,0,0.09523809523809523,2.714384714384714
19077,21,2,19,0,0.09523809523809523,2.714384714384714
8603,42,4,38,0,0.09523809523809523,2.714384714384714
18061,21,2,19,0,0.09523809523809523,2.714384714384714
12254,32,3,29,0,0.09375,2.671972453222453
10861,11,1,10,0,0.09090909090909091,2.591003591003591
20837,11,1,10,0,0.09090909090909091,2.591003591003591
28298,11,1,10,0,0.09090909090909091,2.591003591003591
38847,11,1,10,0,0.09090909090909091,2.591003591003591
10015,22,2,20,0,0.09090909090909091,2.591003591003591
26344,22,2,20,0,0.09090909090909091,2.591003591003591
2644,33,3,30,0,0.09090909090909091,2.591003591003591
37280,11,1,10,0,0.09090909090909091,2.591003591003591
40941,11,1,10,0,0.09090909090909091,2.591003591003591
19568,11,1,10,0,0.09090909090909091,2.591003591003591
22034,11,1,10,0,0.09090909090909091,2.591003591003591
23200,11,1,10,0,0.09090909090909091,2.591003591003591
11254,11,1,10,0,0.09090909090909091,2.591003591003591
11429,22,2,20,0,0.09090909090909091,2.591003591003591
16282,22,2,20,0,0.09090909090909091,2.591003591003591
13859,11,1,10,0,0.09090909090909091,2.591003591003591
21693,11,1,10,0,0.09090909090909091,2.591003591003591
11601,11,1,10,0,0.09090909090909091,2.591003591003591
27581,11,1,10,0,0.09090909090909091,2.591003591003591
4409,11,1,10,0,0.09090909090909091,2.591003591003591
2989,11,1,10,0,0.09090909090909091,2.591003591003591
5203,11,1,10,0,0.09090909090909091,2.591003591003591
28614,11,1,10,0,0.09090909090909091,2.591003591003591
28735,11,1,10,0,0.09090909090909091,2.591003591003591
25458,11,1,10,0,0.09090909090909091,2.591003591003591
31667,11,1,10,0,0.09090909090909091,2.591003591003591
19865,11,1,10,0,0.09090909090909091,2.591003591003591
8745,11,1,10,0,0.09090909090909091,2.591003591003591
25699,11,1,10,0,0.09090909090909091,2.591003591003591
19355,11,1,10,0,0.09090909090909091,2.591003591003591
32886,11,1,10,0,0.09090909090909091,2.591003591003591
19168,11,1,10,0,0.09090909090909091,2.591003591003591
9057,22,2,20,0,0.09090909090909091,2.591003591003591
6404,11,1,10,0,0.09090909090909091,2.591003591003591
23555,13,1,10,2,0.09090909090909091,2.591003591003591
31717,11,1,10,0,0.09090909090909091,2.591003591003591
7641,11,1,10,0,0.09090909090909091,2.591003591003591
12,22,2,20,0,0.09090909090909091,2.591003591003591
19076,33,3,30,0,0.09090909090909091,2.591003591003591
18485,33,3,30,0,0.09090909090909091,2.591003591003591
33131,11,1,10,0,0.09090909090909091,2.591003591003591
23689,11,1,10,0,0.09090909090909091,2.591003591003591
16933,45,4,41,0,0.08888888888888889,2.5334257334257333
23973,23,2,21,0,0.08695652173913043,2.4783512609599563
37860,23,2,21,0,0.08695652173913043,2.4783512609599563
5874,23,2,21,0,0.08695652173913043,2.4783512609599563
40168,23,2,21,0,0.08695652173913043,2.4783512609599563
38793,23,2,21,0,0.08695652173913043,2.4783512609599563
34902,23,2,21,0,0.08695652173913043,2.4783512609599563
29945,35,3,32,0,0.08571428571428572,2.4429462429462427
16061,35,3,32,0,0.08571428571428572,2.4429462429462427
39203,35,3,32,0,0.08571428571428572,2.4429462429462427
25380,47,4,43,0,0.0851063829787234,2.425620383067191
36051,12,1,11,0,0.08333333333333333,2.3750866250866247
14689,12,1,11,0,0.08333333333333333,2.3750866250866247
6646,12,1,11,0,0.08333333333333333,2.3750866250866247
22318,12,1,11,0,0.08333333333333333,2.3750866250866247
25527,12,1,11,0,0.08333333333333333,2.3750866250866247
30745,12,1,11,0,0.08333333333333333,2.3750866250866247
23855,12,1,11,0,0.08333333333333333,2.3750866250866247
26704,24,2,22,0,0.08333333333333333,2.3750866250866247
22472,12,1,11,0,0.08333333333333333,2.3750866250866247
20454,12,1,11,0,0.08333333333333333,2.3750866250866247
26762,12,1,11,0,0.08333333333333333,2.3750866250866247
28129,12,1,11,0,0.08333333333333333,2.3750866250866247
12262,12,1,11,0,0.08333333333333333,2.3750866250866247
36716,12,1,11,0,0.08333333333333333,2.3750866250866247
752,12,1,11,0,0.08333333333333333,2.3750866250866247
20562,12,1,11,0,0.08333333333333333,2.3750866250866247
15991,12,1,11,0,0.08333333333333333,2.3750866250866247
11913,12,1,11,0,0.08333333333333333,2.3750866250866247
37462,12,1,11,0,0.08333333333333333,2.3750866250866247
28992,12,1,11,0,0.08333333333333333,2.3750866250866247
40757,12,1,11,0,0.08333333333333333,2.3750866250866247
28630,12,1,11,0,0.08333333333333333,2.3750866250866247
22753,12,1,11,0,0.08333333333333333,2.3750866250866247
7501,12,1,11,0,0.08333333333333333,2.3750866250866247
20826,12,1,11,0,0.08333333333333333,2.3750866250866247
34172,12,1,11,0,0.08333333333333333,2.3750866250866247
23025,12,1,11,0,0.08333333333333333,2.3750866250866247
10843,12,1,11,0,0.08333333333333333,2.3750866250866247
24599,12,1,11,0,0.08333333333333333,2.3750866250866247
7800,12,1,11,0,0.08333333333333333,2.3750866250866247
10497,12,1,11,0,0.08333333333333333,2.3750866250866247
12948,12,1,11,0,0.08333333333333333,2.3750866250866247
1711,12,1,11,0,0.08333333333333333,2.3750866250866247
21478,12,1,11,0,0.08333333333333333,2.3750866250866247
14401,12,1,11,0,0.08333333333333333,2.3750866250866247
31893,24,2,22,0,0.08333333333333333,2.3750866250866247
35510,12,1,11,0,0.08333333333333333,2.3750866250866247
19353,12,1,11,0,0.08333333333333333,2.3750866250866247
21541,12,1,11,0,0.08333333333333333,2.3750866250866247
21882,12,1,11,0,0.08333333333333333,2.3750866250866247
21385,12,1,11,0,0.08333333333333333,2.3750866250866247
26419,12,1,11,0,0.08333333333333333,2.3750866250866247
21825,12,1,11,0,0.08333333333333333,2.3750866250866247
4092,37,3,34,0,0.08108108108108109,2.3108950946788784
12812,37,3,34,0,0.08108108108108109,2.3108950946788784
20899,25,2,23,0,0.08,2.28008316008316
33936,25,2,23,0,0.08,2.28008316008316
37199,25,2,23,0,0.08,2.28008316008316
18613,25,2,23,0,0.08,2.28008316008316
37030,25,2,23,0,0.08,2.28008316008316
29216,25,2,23,0,0.08,2.28008316008316
28988,38,3,35,0,0.07894736842105263,2.2500820658715392
25924,38,3,35,0,0.07894736842105263,2.2500820658715392
11851,13,1,12,0,0.07692307692307693,2.1923876539261156
1529,13,1,12,0,0.07692307692307693,2.1923876539261156
32549,26,2,24,0,0.07692307692307693,2.1923876539261156
22726,39,3,36,0,0.07692307692307693,2.1923876539261156
11879,13,1,12,0,0.07692307692307693,2.1923876539261156
39502,26,2,24,0,0.07692307692307693,2.1923876539261156
29794,13,1,12,0,0.07692307692307693,2.1923876539261156
31149,13,1,12,0,0.07692307692307693,2.1923876539261156
31369,14,1,12,1,0.07692307692307693,2.1923876539261156
20647,13,1,12,0,0.07692307692307693,2.1923876539261156
27041,13,1,12,0,0.07692307692307693,2.1923876539261156
23020,13,1,12,0,0.07692307692307693,2.1923876539261156
21720,13,1,12,0,0.07692307692307693,2.1923876539261156
8863,13,1,12,0,0.07692307692307693,2.1923876539261156
27004,13,1,12,0,0.07692307692307693,2.1923876539261156
21573,13,1,12,0,0.07692307692307693,2.1923876539261156
23105,13,1,12,0,0.07692307692307693,2.1923876539261156
34481,13,1,12,0,0.07692307692307693,2.1923876539261156
36256,13,1,12,0,0.07692307692307693,2.1923876539261156
18863,13,1,12,0,0.07692307692307693,2.1923876539261156
6436,13,1,12,0,0.07692307692307693,2.1923876539261156
2449,13,1,12,0,0.07692307692307693,2.1923876539261156
37018,13,1,12,0,0.07692307692307693,2.1923876539261156
40925,13,1,12,0,0.07692307692307693,2.1923876539261156
22349,13,1,12,0,0.07692307692307693,2.1923876539261156
20274,52,4,48,0,0.07692307692307693,2.1923876539261156
1353,13,1,12,0,0.07692307692307693,2.1923876539261156
9333,26,2,24,0,0.07692307692307693,2.1923876539261156
13202,13,1,12,0,0.07692307692307693,2.1923876539261156
28274,13,1,12,0,0.07692307692307693,2.1923876539261156
27934,13,1,12,0,0.07692307692307693,2.1923876539261156
17427,13,1,12,0,0.07692307692307693,2.1923876539261156
14380,13,1,12,0,0.07692307692307693,2.1923876539261156
6906,26,2,24,0,0.07692307692307693,2.1923876539261156
20110,13,1,12,0,0.07692307692307693,2.1923876539261156
20987,13,1,12,0,0.07692307692307693,2.1923876539261156
25863,53,4,49,0,0.07547169811320754,2.1510218491350566
27781,40,3,37,0,0.075,2.1375779625779625
35897,40,3,37,0,0.075,2.1375779625779625
13612,40,3,37,0,0.075,2.1375779625779625
24905,27,2,25,0,0.07407407407407407,2.111188111188111
10982,27,2,25,0,0.07407407407407407,2.111188111188111
5844,27,2,25,0,0.07407407407407407,2.111188111188111
13333,27,2,25,0,0.07407407407407407,2.111188111188111
24910,41,3,38,0,0.07317073170731707,2.085441914710207
4260,43,3,38,2,0.07317073170731707,2.085441914710207
40302,14,1,13,0,0.07142857142857142,2.0357885357885355
19991,14,1,13,0,0.07142857142857142,2.0357885357885355
29033,14,1,13,0,0.07142857142857142,2.0357885357885355
23595,28,2,26,0,0.07142857142857142,2.0357885357885355
26506,14,1,13,0,0.07142857142857142,2.0357885357885355
458,14,1,13,0,0.07142857142857142,2.0357885357885355
4620,14,1,13,0,0.07142857142857142,2.0357885357885355
30705,14,1,13,0,0.07142857142857142,2.0357885357885355
19809,14,1,13,0,0.07142857142857142,2.0357885357885355
35836,14,1,13,0,0.07142857142857142,2.0357885357885355
23549,14,1,13,0,0.07142857142857142,2.0357885357885355
5619,14,1,13,0,0.07142857142857142,2.0357885357885355
33681,14,1,13,0,0.07142857142857142,2.0357885357885355
33271,14,1,13,0,0.07142857142857142,2.0357885357885355
6939,28,2,26,0,0.07142857142857142,2.0357885357885355
10704,14,1,13,0,0.07142857142857142,2.0357885357885355
22560,14,1,13,0,0.07142857142857142,2.0357885357885355
4145,14,1,13,0,0.07142857142857142,2.0357885357885355
28090,28,2,26,0,0.07142857142857142,2.0357885357885355
33087,14,1,13,0,0.07142857142857142,2.0357885357885355
