node_id,community,dataset,hiv_active,brnpdb_id,common_name
41164,34166,BrNPDB,-1.0,tensor(5244),"1H-Cycloprop[e]azulen-7-ol, 1a,2,3,5,6,7,7a,7b-octahydro-1,1,4,7-tetramethyl-, (1aR,7S,7aS,7bR)-"
41165,24793,BrNPDB,-1.0,tensor(5308),"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1R,4Z,9S)-"
41166,41217,BrNPDB,-1.0,tensor(5327),"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7R,7aR,7bS)-"
41167,41230,BrNPDB,-1.0,tensor(5353),"4H-1-Benzopyran-4-one, 3-(β-L-arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-"
41168,41230,BrNPDB,-1.0,tensor(5412),"4H-1-Benzopyran-4-one, 3-(β-D-arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-"
41169,41217,BrNPDB,-1.0,tensor(5437),"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-"
41170,24793,BrNPDB,-1.0,tensor(5456),"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1R,4E,9S)-"
41171,41171,BrNPDB,-1.0,tensor(5488),"Urs-12-en-28-oic acid, 3-hydroxy-, (3β,19α,20β)-"
41172,21491,BrNPDB,-1.0,tensor(5613),"4H-1-Benzopyran-4-one, 5,6,7-trihydroxy-3-methoxy-2-(4-methoxyphenyl)-"
41173,24793,BrNPDB,-1.0,tensor(5696),"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-"
41174,33028,BrNPDB,-1.0,tensor(5783),"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, 3a,3b,4,5,6,7-hexahydro-3,7-dimethyl-4-(1-methylethyl)-, (3aS,3bR,4S,7R,7aR)-"
41175,19661,BrNPDB,-1.0,tensor(5788),"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (1E,5E,8R)-"
41176,4022,BrNPDB,-1.0,tensor(5797),"9,12-Octadecadienoic acid, (9E,12E)-"
41177,41217,BrNPDB,-1.0,tensor(5806),"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, (1aR,4R,4aR,7R,7aS,7bS)-"
41178,18958,BrNPDB,-1.0,tensor(5919),"4H-1-Benzopyran-4-one, 2,3-dihydro-3,5,7-trihydroxy-2-(4-methoxyphenyl)-, (2R,3R)-"
41179,18465,BrNPDB,-1.0,tensor(5936),"2(3H)-Furanone, dihydro-5-(8-hydroxy-2,4,6-octatriyn-1-yl)-, (5S)-"
41180,4141,BrNPDB,-1.0,tensor(6009),"1-Naphthalenepropanoic acid, decahydro-5-[(2-hydroxy-5-methoxy-3-methylphenyl)methyl]-5,6,8a-trimethyl-2-(1-methylethylidene)-, (1S,4aR,5S,6S,8aR)-"
41181,41273,BrNPDB,-1.0,tensor(6231),Arabinose
41182,41171,BrNPDB,-1.0,tensor(6310),"Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-"
41183,37974,BrNPDB,-1.0,tensor(6361),"1H-Naphtho[2,1-a]xanthene-2,10-diol, 2,3,4,4a,4b,5,6,6a,12,12a,12b,13,14,14a-tetradecahydro-1,1,4a,6a,8,12b-hexamethyl-, (2S,4aR,4bS,6aS,12aS,12bS,14aR)-"
41184,31868,BrNPDB,-1.0,tensor(6397),"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, (3aS,3bR,4S,7R,7aR)-"
41185,18073,BrNPDB,-1.0,tensor(6523),"4H-1-Benzopyran-4-one, 6-β-D-glucopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-"
41186,36242,BrNPDB,-1.0,tensor(6560),"4H-1-Benzopyran-4-one, 3-[(6-deoxy-α-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-"
41187,19661,BrNPDB,-1.0,tensor(6561),"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (1E,5E,8S)-"
41188,17189,BrNPDB,-1.0,tensor(6567),"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,7-octahydro-α,α,4a,8-tetramethyl-, (2R,4aR)-"
41189,41149,BrNPDB,-1.0,tensor(6585),"1H-Cycloprop[e]azulene, 1a,2,3,4,4a,5,6,7b-octahydro-1,1,4,7-tetramethyl-, (1aR,4R,4aR,7bS)-"
41190,41231,BrNPDB,-1.0,tensor(6593),D-Glucuronic acid
41191,41263,BrNPDB,-1.0,tensor(6597),"Bicyclo[3.1.0]hexan-3-ol, 4-methylene-1-(1-methylethyl)-, 3-acetate, (1S,3S,5S)-"
41192,39001,BrNPDB,-1.0,tensor(6604),"Bicyclo[3.3.1]non-2-ene-1,2-dicarboxaldehyde, 9-(acetyloxy)-8-[(1R)-1,5-dimethyl-4-hexen-1-yl]-5-methyl-, (1R,5R,8S,9R)-"
41193,41171,BrNPDB,-1.0,tensor(6621),"Urs-12-en-28-oic acid, 3-hydroxy-, (3α)-"
41194,32939,BrNPDB,-1.0,tensor(6636),"4H-Benzo[de][1,6]naphthyridine, 8,9-dimethoxy-4-methyl-"
41195,27879,BrNPDB,-1.0,tensor(6662),"2-Propenoic acid, 3-[4-hydroxy-3,5-bis(3-methyl-2-buten-1-yl)phenyl]-, (2E)-"
41196,4141,BrNPDB,-1.0,tensor(6665),"1-Naphthalenepropanoic acid, decahydro-5-[(2-hydroxy-5-methoxy-3-methylphenyl)methyl]-5,6,8a-trimethyl-2-(1-methylethylidene)-, methyl ester, [1S-(1α,4aβ,5β,6β,8aα)]-"
41197,9416,BrNPDB,-1.0,tensor(6695),"Bicyclo[3.3.1]non-2-ene-1,2-dicarboxaldehyde, 8-[(1R)-1,5-dimethyl-4-hexen-1-yl]-9-hydroxy-5-methyl-, (1R,5R,8S,9R)-"
41198,41231,BrNPDB,-1.0,tensor(6715),D-Galacturonic acid
41199,41263,BrNPDB,-1.0,tensor(6760),"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate"
41200,31128,BrNPDB,-1.0,tensor(6859),"Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, (1R,2R,4S)-rel-"
41201,507,BrNPDB,-1.0,tensor(6940),"Olean-12-en-3-ol, (3β)-"
41202,31868,BrNPDB,-1.0,tensor(7030),"1H-Cycloprop[e]azulene, decahydro-1,1,4-trimethyl-7-methylene-, (1aR,4R,4aR,7aR,7bR)-"
41203,35267,BrNPDB,-1.0,tensor(7099),"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,8aS)-"
41204,4022,BrNPDB,-1.0,tensor(7150),"9,12-Octadecadienoic acid (9Z,12Z)-"
41205,36242,BrNPDB,-1.0,tensor(7187),"4H-1-Benzopyran-4-one, 3-[(6-deoxy-β-D-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-"
41206,41217,BrNPDB,-1.0,tensor(7198),"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, (1aR,4S,4aR,7R,7aS,7bS)-"
41207,41207,BrNPDB,-1.0,tensor(7233),Stigmast-5-en-3-ol
41208,41249,BrNPDB,-1.0,tensor(7246),"2-Propenoic acid, 3-[2,2-dimethyl-8-(3-methyl-2-buten-1-yl)-2H-1-benzopyran-6-yl]-, (2Z)-"
41209,28309,BrNPDB,-1.0,tensor(7267),"β-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)ethyl 3-O-(6-deoxy-α-L-mannopyranosyl)-, 4-[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoate]"
41210,38940,BrNPDB,-1.0,tensor(7287),"L-Galactose, 6-deoxy-"
41211,33410,BrNPDB,-1.0,tensor(7314),"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7S,7aR,7bR)-"
41212,18203,BrNPDB,-1.0,tensor(7316),"5-Azulenemethanol, 1,2,3,4,5,6,7,8-octahydro-α,α,3,8-tetramethyl-, (3S,5R,8S)-"
41213,41207,BrNPDB,-1.0,tensor(7333),"Stigmast-5-en-3-ol, (3β)-"
41214,17189,BrNPDB,-1.0,tensor(7367),"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,7-octahydro-α,α,4a,8-tetramethyl-, (2R,4aS)-"
41215,38940,BrNPDB,-1.0,tensor(7374),"L-Mannose, 6-deoxy-"
41216,41271,BrNPDB,-1.0,tensor(7404),"12-Oxabicyclo[9.1.0]dodeca-3,7-diene, 1,5,5,8-tetramethyl-, (1R,3E,7E,11R)-"
41217,41217,BrNPDB,-1.0,tensor(7431),"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aS,7R,7aR,7bS)-"
41218,18465,BrNPDB,-1.0,tensor(7477),"2(3H)-Furanone, dihydro-4-hydroxy-5-(2,4,6-octatriyn-1-yl)-, (4S,5R)-"
41219,18465,BrNPDB,-1.0,tensor(7499),"2(3H)-Furanone, dihydro-4-hydroxy-5-(2,4,6-octatriyn-1-yl)-, (4R,5S)-rel-"
41220,36713,BrNPDB,-1.0,tensor(7515),"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(β-D-galactopyranosyloxy)-5,7-dihydroxy-"
41221,41217,BrNPDB,-1.0,tensor(7602),"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7R,7aS,7bS)-rel-"
41222,18203,BrNPDB,-1.0,tensor(7619),Dodecanedioic acid
41223,17680,BrNPDB,-1.0,tensor(7674),Octadecanal
41224,38009,BrNPDB,-1.0,tensor(7698),"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-, (1E,6E,8S)-"
41225,33028,BrNPDB,-1.0,tensor(7805),"Tricyclo[4.4.0.02,7]dec-3-ene, 1,3-dimethyl-8-(1-methylethyl)-, (1R,2S,6S,7S,8S)-"
41226,41023,BrNPDB,-1.0,tensor(7807),Amphotericin B
41227,41217,BrNPDB,-1.0,tensor(7858),"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, (1aR,4S,4aS,7R,7aS,7bS)-"
41228,41273,BrNPDB,-1.0,tensor(7881),L-Lyxose
41229,41207,BrNPDB,-1.0,tensor(7884),"Stigmast-5-en-3-ol, (3β,24ξ)-"
41230,41230,BrNPDB,-1.0,tensor(8078),"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-(β-D-xylopyranosyloxy)-"
41231,41231,BrNPDB,-1.0,tensor(8123),D-Mannose
41232,13658,BrNPDB,-1.0,tensor(8237),"2(5H)-Oxepinone, 7-[6-(acetyloxy)-1-hydroxy-4-hexen-1-yl]-6,7-dihydro-7-methyl-3-(4-methyl-3-penten-1-yl)-"
41233,4022,BrNPDB,-1.0,tensor(8239),"9,12-Octadecadienoic acid"
41234,41273,BrNPDB,-1.0,tensor(8304),D-Arabinose
41235,35267,BrNPDB,-1.0,tensor(8558),"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,8aR)-"
41236,12862,BrNPDB,-1.0,tensor(8570),"6H-Purin-6-one, 2-amino-1,9-dihydro-9-[(2-hydroxyethoxy)methyl]-"
41237,41129,BrNPDB,-1.0,tensor(8606),"α-D-Galactopyranose, 6-deoxy-"
41238,33410,BrNPDB,-1.0,tensor(8640),"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aS,4aS,7R,7aS,7bS)-"
41239,41207,BrNPDB,-1.0,tensor(8651),"Stigmast-5-en-3-ol, (3β,24S)-"
41240,24793,BrNPDB,-1.0,tensor(8658),"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1S,4E,9R)-"
41241,41217,BrNPDB,-1.0,tensor(8699),"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, (1aS,4S,4aR,7S,7aR,7bR)-"
41242,36713,BrNPDB,-1.0,tensor(8749),"L-Cysteine, L-tyrosylglycyl-L-leucyl-L-seryl-L-lysylglycyl-L-cysteinyl-L-phenylalanylglycyl-L-leucyl-L-lysyl-L-leucyl-L-α-aspartyl-L-arginyl-L-isoleucylglycyl-L-seryl-L-methionyl-L-serylglycyl-L-leucylglycyl-, cyclic (7→23)-disulfide"
41243,6846,BrNPDB,-1.0,tensor(8780),"2(3H)-Furanone, dihydro-4-hydroxy-5-(8-hydroxy-2,4,6-octatriyn-1-yl)-, (4S,5S)-"
41244,41263,BrNPDB,-1.0,tensor(8833),"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2R,4R)-rel-"
41245,36242,BrNPDB,-1.0,tensor(8883),"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-6-β-D-glucopyranosyl-5,7-dihydroxy-"
41246,41273,BrNPDB,-1.0,tensor(8910),L-Arabinose
41247,41231,BrNPDB,-1.0,tensor(8971),D-Glucose
41248,41231,BrNPDB,-1.0,tensor(9018),D-Galactose
41249,41249,BrNPDB,-1.0,tensor(9023),"2-Propenoic acid, 3-[2,2-dimethyl-8-(3-methyl-2-buten-1-yl)-2H-1-benzopyran-6-yl]-, (2E)-"
41250,18465,BrNPDB,-1.0,tensor(9032),"2(5H)-Furanone, 5-(2,4,6-octatriyn-1-yl)-, (5R)-"
41251,39548,BrNPDB,-1.0,tensor(9109),"β-D-Glucopyranoside, 4-[[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]methyl]-2-hydroxyphenyl"
41252,36713,BrNPDB,-1.0,tensor(9216),"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(β-D-glucopyranosyloxy)-5,7-dihydroxy-"
41253,31868,BrNPDB,-1.0,tensor(9218),"Cyclobuta[1,2:3,4]dicyclopentene, decahydro-3a-methyl-6-methylene-1-(1-methylethyl)-, (1S,3aS,3bR,6aS,6bR)-"
41254,24793,BrNPDB,-1.0,tensor(9283),"5-Oxatricyclo[8.2.0.04,6]dodecane, 4,12,12-trimethyl-9-methylene-, (1S,4R,6R,10R)-"
41255,34636,BrNPDB,-1.0,tensor(9290),"Card-20(22)-enolide, 3-[(2,6-dideoxy-4-O-β-D-glucopyranosyl-β-D-ribo-hexopyranosyl)oxy]-14-hydroxy-, (3β,5β)-"
41256,33028,BrNPDB,-1.0,tensor(9377),"Tricyclo[4.4.0.02,7]dec-3-ene, 1,3-dimethyl-8-(1-methylethyl)-, (1S,2R,6R,7R,8S)-"
41257,11482,BrNPDB,-1.0,tensor(9449),"1,4,8-Cycloundecatriene, 2,6,6,9-tetramethyl-, (1E,4E,8E)-"
41258,41273,BrNPDB,-1.0,tensor(9464),D-Ribose
41259,22705,BrNPDB,-1.0,tensor(9477),"Ergostane-2,3,6-triol, 25-methyl-, 2,3,6-tris(hydrogen sulfate)"
41260,6356,BrNPDB,-1.0,tensor(949),ω-fenil alcanoic acid
41261,36316,BrNPDB,-1.0,tensor(9519),"9H-Xanthen-9-one, 2-β-D-glucopyranosyl-1,3,6,7-tetrahydroxy-"
41262,41230,BrNPDB,-1.0,tensor(9546),"4H-1-Benzopyran-4-one, 3-(α-L-arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-"
41263,41263,BrNPDB,-1.0,tensor(9574),"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2S,4R)-rel-"
41264,41149,BrNPDB,-1.0,tensor(9596),"1H-Cycloprop[e]azulene, 1a,2,3,4,4a,5,6,7b-octahydro-1,1,4,7-tetramethyl-, (1aR,4R,4aR,7bS)-rel-"
41265,18465,BrNPDB,-1.0,tensor(9601),"2(3H)-Furanone, 5-(1,8-dihydroxy-2,4,6-octatriyn-1-yl)dihydro-, (5S)-"
41266,31128,BrNPDB,-1.0,tensor(9610),"Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, (1S,2S,4R)-"
41267,12358,BrNPDB,-1.0,tensor(9611),"Cycloocta[1,2-b:5,6-b′]diindole-6,13-dicarboxylic acid, 5,12-dihydro-, 6,13-dimethyl ester"
41268,24793,BrNPDB,-1.0,tensor(9647),"5-Oxatricyclo[8.2.0.04,6]dodecane, 4,12,12-trimethyl-9-methylene-, (1R,4R,6R,10S)-"
41269,19661,BrNPDB,-1.0,tensor(9705),"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (1E,5Z,8S)-"
41270,41230,BrNPDB,-1.0,tensor(9756),"4H-1-Benzopyran-4-one, 3-(arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-"
41271,41271,BrNPDB,-1.0,tensor(9811),"12-Oxabicyclo[9.1.0]dodeca-3,7-diene, 1,5,5,8-tetramethyl-"
41272,41230,BrNPDB,-1.0,tensor(9918),"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-(D-xylopyranosyloxy)-"
41273,41273,BrNPDB,-1.0,tensor(9971),D-Xylose
