brnpdb_id,common_name,community,consensus_score,tier,hiv_prob,top_atoms_idx,top_atom_symbols,fragment_smiles,smiles
9290,"Card-20(22)-enolide, 3-[(2,6-dideoxy-4-O-β-D-glucopyranosyl-β-D-ribo-hexopyranosyl)oxy]-14-hydroxy-, (3β,5β)-",34636,0.4229345011316675,mid,0.0167,"[10, 14, 39, 37, 20, 16, 18, 8, 1, 38]",,,
1497,hexadecanoic acid,38755,0.4081919760385517,mid,0.0139,"[14, 16, 12, 2, 5, 13, 0, 8, 9, 3]","C,O,C,C,C,C,C,C,C,C",C.C.O.CC.CC.CCC,CCCCCCCCCCCCCCCC(=O)O
2142,capric acid,18500,0.3894640046577968,mid,0.0126,"[7, 9, 6, 10, 11, 8, 4, 5, 2, 3]","C,C,C,O,O,C,C,C,C,C",CCCCCCCC(=O)O,CCCCCCCCCC(=O)O
1223,3-O-methylquercetin,41134,0.3855969296352734,mid,0.0278,"[14, 2, 19, 5, 17, 1, 6, 10, 8, 15]","O,C,C,C,C,O,C,C,C,C",c.c.c.c.O.cO.ccc,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
9023,"2-Propenoic acid, 3-[2,2-dimethyl-8-(3-methyl-2-buten-1-yl)-2H-1-benzopyran-6-yl]-, (2E)-",41249,0.3702581006097225,mid,0.0298,"[3, 5, 14, 18, 19, 21, 7, 9, 12, 8]","C,C,C,C,O,C,C,C,C,C",c.C.C.C.C.C=O.ccc,CC1(OC2=C(C=C1)C=C(C=C2CC=C(C)C)C=CC(=O)O)C
7246,"2-Propenoic acid, 3-[2,2-dimethyl-8-(3-methyl-2-buten-1-yl)-2H-1-benzopyran-6-yl]-, (2Z)-",41249,0.3702581006097225,mid,0.0156,"[17, 10, 16, 18, 15, 2, 11, 6, 14, 1]","C,C,C,C,C,O,C,C,C,C",C.C.cC.CC=C.CCO,CC1(OC2=C(C=C1)C=C(C=C2CC=C(C)C)C=CC(=O)O)C
2143,lauric acid,6846,0.3641705084059152,mid,0.0112,"[11, 2, 10, 3, 5, 1, 6, 12, 4, 0]","C,C,C,C,C,C,C,O,C,C",CC=O.CCCCCCC,CCCCCCCCCCCC(=O)O
7187,"4H-1-Benzopyran-4-one, 3-[(6-deoxy-β-D-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",36242,0.3594330322325772,mid,0.0221,"[17, 26, 29, 14, 15, 0, 9, 7, 6, 18]","O,C,C,C,C,C,C,C,O,C",c.c.C.O.O.ccc.CC,[C@@H]1([C@@H](O)[C@@H](O)[C@H](O)[C@H](O1)C)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
6560,"4H-1-Benzopyran-4-one, 3-[(6-deoxy-α-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",36242,0.3594329686768342,mid,0.0247,"[12, 8, 13, 11, 10, 3, 9, 15, 2, 1]","C,O,O,C,O,C,C,C,O,C",c.C.O.CCO.Occo,[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)C)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
10052,"2-Propenoic acid, 3-[4-hydroxy-3,5-bis(3-methyl-2-buten-1-yl)phenyl]-",27879,0.3531225348395613,mid,0.0288,"[11, 0, 1, 2, 19, 12, 15, 3, 14, 8]","C,O,C,C,C,C,O,C,C,C",C.C.C.C.C=O.cccO,OC1=C(C=C(C=C1CC=C(C)C)C=CC(=O)O)CC=C(C)C
6662,"2-Propenoic acid, 3-[4-hydroxy-3,5-bis(3-methyl-2-buten-1-yl)phenyl]-, (2E)-",27879,0.3531225348395613,mid,0.0185,"[17, 20, 2, 18, 12, 8, 15, 19, 5, 1]","C,C,C,C,C,C,O,C,C,C",c.C.C.O.ccCC=CC,OC1=C(C=C(C=C1CC=C(C)C)C=CC(=O)O)CC=C(C)C
5456,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1R,4E,9S)-",24793,0.3458299850069046,mid,0.0167,"[8, 12, 14, 9, 7, 4, 0, 10, 2, 11]","C,C,C,C,C,C,C,C,C,C",C.C.C.CC[C@@H]1CCC1C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
5308,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1R,4Z,9S)-",24793,0.3452329115726552,mid,0.0073,"[3, 10, 14, 11, 1, 6, 9, 7, 13, 8]","C,C,C,C,C,C,C,C,C,C",C.C.C.C[C@@H]1CCC1(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
9546,"4H-1-Benzopyran-4-one, 3-(α-L-arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",41230,0.3370621256854325,mid,0.0228,"[25, 14, 24, 11, 29, 4, 19, 3, 18, 26]","C,C,C,C,O,O,C,C,C,C",c.c.cc.cccO.CO,[C@@H]1([C@H](O)[C@@H](O)[C@@H](O)CO1)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
9918,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-(D-xylopyranosyloxy)-",41230,0.3370621256854325,mid,0.015,"[25, 20, 17, 10, 26, 7, 8, 21, 14, 24]","C,C,O,C,C,O,C,O,O,O",c.c.O.O.O.O.cc.CO,OC=1C=C(C=CC1O)C=1OC2=C(C(C1OC1[C@H](O)[C@@H](O)[C@H](O)CO1)=O)C(=CC(=C2)O)O
5353,"4H-1-Benzopyran-4-one, 3-(β-L-arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",41230,0.3370621256854325,mid,0.0168,"[3, 15, 10, 30, 23, 19, 26, 5, 20, 6]","C,C,C,O,C,C,C,C,C,O",c.c.O.cc.cc.CCO,[C@H]1([C@H](O)[C@@H](O)[C@@H](O)CO1)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
9756,"4H-1-Benzopyran-4-one, 3-(arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",41230,0.3370621256854325,mid,0.0121,"[25, 13, 24, 17, 15, 16, 5, 11, 1, 14]","C,C,C,C,C,O,C,C,C,C",c.C.C.cc.cc(c)c=O,C1([C@@H](O)[C@H](O)[C@H](O)CO1)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
5412,"4H-1-Benzopyran-4-one, 3-(β-D-arabinopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",41230,0.3370621256854325,mid,0.019,"[25, 10, 23, 9, 7, 16, 3, 30, 11, 21]","C,C,C,O,C,O,C,O,C,O",C.C.O.O.cO.c-ccO,[C@@H]1([C@@H](O)[C@H](O)[C@H](O)CO1)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
8078,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-(β-D-xylopyranosyloxy)-",41230,0.3370621256854325,mid,0.0186,"[4, 1, 13, 26, 18, 12, 21, 30, 9, 15]","C,C,C,C,C,C,O,O,O,C",c.c.c.C.C.o.O.O.cc,OC=1C=C(C=CC1O)C=1OC2=C(C(C1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)CO1)=O)C(=CC(=C2)O)O
10017,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1R,4E,9R)-",24793,0.3323105396726012,mid,0.0167,"[1, 10, 13, 2, 11, 12, 0, 5, 4, 3]","C,C,C,C,C,C,C,C,C,C",C.CCC/C=C(\C)CCC,C/C/1=C\CCC(=C)[C@@H]2CC([C@@H]2CC1)(C)C
9216,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(β-D-glucopyranosyloxy)-5,7-dihydroxy-",36713,0.3069675121320223,mid,0.0128,"[25, 1, 8, 24, 17, 2, 29, 16, 0, 27]","O,C,C,C,O,C,C,C,O,C",c.c.c.ccO.CO.CO,OC=1C=C(C=CC1O)C=1OC2=C(C(C1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)=O)C(=CC(=C2)O)O
7515,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(β-D-galactopyranosyloxy)-5,7-dihydroxy-",36713,0.3069674485762793,mid,0.0108,"[25, 7, 28, 13, 18, 6, 11, 12, 29, 2]","O,O,C,C,C,C,C,C,C,C",c.C.O.cO.cc.ccc,OC=1C=C(C=CC1O)C=1OC2=C(C(C1O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)CO)=O)C(=CC(=C2)O)O
5243,"4H-1-Benzopyran-4-one, 3-(β-D-allopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",36713,0.3069674485762793,mid,0.013,"[5, 28, 16, 24, 0, 4, 32, 22, 9, 30]","C,C,C,O,C,O,O,C,C,C",c.c.c.c.C.C.C.O.O.O,[C@@H]1([C@H](O)[C@H](O)[C@H](O)[C@H](O1)CO)OC1=C(OC2=C(C1=O)C(=CC(=C2)O)O)C2=CC(=C(C=C2)O)O
5327,"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7R,7aR,7bS)-",41217,0.2830410038687351,low,0.0201,"[4, 14, 6, 10, 0, 5, 7, 2, 3, 12]","C,C,C,C,C,C,C,C,C,C",C.C.C.C.CCCCCC,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C
3470,Ferulic acid,7372,0.2814363121512659,low,0.0136,"[6, 4, 13, 9, 10, 1, 0, 3, 12, 2]","C,C,O,C,C,O,C,C,O,C",c.CCO.cc(O)cOC,COC1=C(C=CC(=C1)/C=C/C(=O)O)O
7431,"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aS,7R,7aR,7bS)-",41217,0.2764708598228451,low,0.0167,"[0, 9, 1, 4, 13, 12, 3, 7, 11, 2]","C,C,C,C,C,C,C,C,C,C",C.CCCCCCCCC,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C
5437,"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-",41217,0.2747833258933457,low,0.0202,"[9, 5, 7, 3, 12, 13, 0, 10, 4, 14]","C,C,C,C,C,C,C,C,C,C",C.C.C.C.C=C(C)[C@H](C)C,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C
8883,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-6-β-D-glucopyranosyl-5,7-dihydroxy-",36242,0.2709621826982389,low,0.0112,"[15, 27, 21, 18, 19, 8, 0, 7, 13, 11]","C,C,C,C,O,C,O,O,C,C",c.C.C.O.O.O.cc.cc,OC=1C=C(C=CC1O)C=1OC2=C(C(C1)=O)C(=C(C(=C2)O)[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@H](O2)CO)O
7602,"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7R,7aS,7bS)-rel-",41217,0.2690803829660153,low,0.0373,"[6, 5, 3, 10, 7, 1, 13, 11, 12, 0]","C,C,C,C,C,C,C,C,C,C",C.C.CCCC.CCCC,CC1([C@H]2[C@H]3[C@@H](CC[C@H]3C(CC[C@H]21)=C)C)C
10222,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5-hydroxy-3,7-dimethoxy-6-methyl-",12690,0.2613764036435206,low,0.026,"[13, 14, 20, 16, 6, 19, 11, 21, 12, 18]","C,O,C,O,C,C,C,O,C,C",c.cc(O)c.cc(=O)cO,OC=1C=C(C=CC1O)C=1OC2=C(C(C1OC)=O)C(=C(C(=C2)OC)C)O
9109,"β-D-Glucopyranoside, 4-[[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]methyl]-2-hydroxyphenyl",39548,0.2224771111173248,low,0.0221,"[4, 3, 1, 23, 11, 24, 19, 15, 17, 18]","C,O,C,C,O,C,O,C,C,C",c.C.C.O.O.cCO.cc,O(C1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)C1=C(C=C(C=C1)COC(\C=C\C1=CC(=C(C=C1)O)O)=O)O
6523,"4H-1-Benzopyran-4-one, 6-β-D-glucopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-",18073,0.1950134352137656,low,0.0096,"[24, 4, 20, 18, 2, 22, 30, 29, 25, 19]","C,O,C,C,O,C,O,O,C,O",c.O.O.O.O.ccc-co,[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)C=1C(=CC2=C(C(C=C(O2)C2=CC=C(C=C2)O)=O)C1O)O
6361,"1H-Naphtho[2,1-a]xanthene-2,10-diol, 2,3,4,4a,4b,5,6,6a,12,12a,12b,13,14,14a-tetradecahydro-1,1,4a,6a,8,12b-hexamethyl-, (2S,4aR,4bS,6aS,12aS,12bS,14aR)-",37974,0.1918719383911575,low,0.022,"[26, 27, 24, 1, 4, 5, 12, 6, 18, 19]","O,C,C,C,C,C,C,C,C,O",c.C.C.C.O.O.CC(C)C,CC1(C2CCC3(C(CCC4(OC5=C(C=C(C=C5CC34)O)C)C)C2(CCC1O)C)C)C
3887,4-nerolidylcathecol,21499,0.1857416691964606,low,0.0169,"[16, 11, 10, 20, 3, 21, 5, 12, 22, 8]","C,C,C,O,C,C,C,C,C,C",c.C.C.C.C.O.CC.C=C,CC(=CCC/C(=C/CCC(C)(C=C)C1=CC(=C(C=C1)O)O)/C)C
9519,"9H-Xanthen-9-one, 2-β-D-glucopyranosyl-1,3,6,7-tetrahydroxy-",36316,0.1642248723910631,low,0.024,"[25, 29, 2, 22, 9, 27, 19, 5, 12, 28]","O,O,O,C,C,O,C,C,C,O",c.c.C.C.O.O.O.O.cO,[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)C1=C(C=2C(C3=CC(=C(C=C3OC2C=C1O)O)O)=O)O
6009,"1-Naphthalenepropanoic acid, decahydro-5-[(2-hydroxy-5-methoxy-3-methylphenyl)methyl]-5,6,8a-trimethyl-2-(1-methylethylidene)-, (1S,4aR,5S,6S,8aR)-",4141,0.157891669708847,low,0.0243,"[0, 23, 13, 25, 5, 30, 11, 24, 2, 29]","O,C,C,C,C,C,C,C,C,C",c.c.C.C.C.C.O.CCC,OC1=C(C=C(C=C1C)OC)CC1(C2CCC(C(C2(CCC1C)C)CCC(=O)O)=C(C)C)C
6665,"1-Naphthalenepropanoic acid, decahydro-5-[(2-hydroxy-5-methoxy-3-methylphenyl)methyl]-5,6,8a-trimethyl-2-(1-methylethylidene)-, methyl ester, [1S-(1α,4aβ,5β,6β,8aα)]-",4141,0.1578483628255411,low,0.0186,"[8, 32, 13, 28, 26, 1, 30, 2, 6, 21]",,,
7030,"1H-Cycloprop[e]azulene, decahydro-1,1,4-trimethyl-7-methylene-, (1aR,4R,4aR,7aR,7bR)-",31868,0.1553991645060745,low,0.0124,"[10, 12, 14, 0, 9, 5, 3, 7, 8, 1]","C,C,C,C,C,C,C,C,C,C",C.CCC.CCC(C)CC,CC1(C2C3C(CCC3C(CCC21)C)=C)C
3892,Kaempferide,12938,0.1421421116939152,low,0.0162,"[19, 12, 20, 3, 10, 4, 2, 7, 11, 16]","O,C,O,C,C,C,C,C,O,C",c.O.O.cc=O.cccc,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
6760,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate",41263,0.1316188758960301,low,0.0101,"[0, 8, 5, 2, 3, 7, 11, 12, 4, 13]","C,C,C,O,O,C,C,C,C,C",C.C.CC.CCCOC=O,C(C)(=O)OC1C2(CCC(C1)C2(C)C)C
8833,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2R,4R)-rel-",41263,0.1316188758960301,low,0.0235,"[9, 6, 5, 12, 2, 1, 7, 8, 4, 0]","C,C,C,C,O,C,C,C,C,C",C.CC=O.C1CCCCC1,CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C
9574,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2S,4R)-rel-",41263,0.1316188758960301,low,0.0181,"[7, 9, 12, 3, 6, 13, 1, 8, 5, 4]","C,C,C,O,C,C,C,C,C,C",C.C.CC1CCCC[C@@H]1O,C(C)(=O)O[C@@H]1[C@@]2(CC[C@H](C1)C2(C)C)C
