Id,Label,0,1,2,3,4,5,6,7,modularity_class
45,45,45,HIV,0,inactive,HIV_45,39579,,,5
46,46,46,HIV,0,inactive,HIV_46,29461,,,13
47,47,47,HIV,0,inactive,HIV_47,39470,,,1
48,48,48,HIV,1,active,HIV_48,23620,,,3
49,49,49,HIV,0,inactive,HIV_49,454,,,1
50,50,50,HIV,0,inactive,HIV_50,29461,,,13
51,51,51,HIV,0,inactive,HIV_51,37601,,,20
52,52,52,HIV,0,inactive,HIV_52,29867,,,2
53,53,53,HIV,0,inactive,HIV_53,38563,,,8
54,54,54,HIV,0,inactive,HIV_54,18615,,,16
55,55,55,HIV,0,inactive,HIV_55,27012,,,9
56,56,56,HIV,0,inactive,HIV_56,31082,,,4
57,57,57,HIV,0,inactive,HIV_57,36242,,,9
58,58,58,HIV,0,inactive,HIV_58,36242,,,9
59,59,59,HIV,0,inactive,HIV_59,38009,,,2
60,60,60,HIV,0,inactive,HIV_60,19845,,,1
61,61,61,HIV,0,inactive,HIV_61,14635,,,1
62,62,62,HIV,0,inactive,HIV_62,39548,,,9
63,63,63,HIV,0,inactive,HIV_63,11482,,,14
64,64,64,HIV,0,inactive,HIV_64,7108,,,14
65,65,65,HIV,0,inactive,HIV_65,13453,,,8
66,66,66,HIV,0,inactive,HIV_66,23884,,,1
67,67,67,HIV,0,inactive,HIV_67,15476,,,10
68,68,68,HIV,0,inactive,HIV_68,8546,,,23
69,69,69,HIV,0,inactive,HIV_69,34849,,,8
70,70,70,HIV,0,inactive,HIV_70,7052,,,4
71,71,71,HIV,0,inactive,HIV_71,26913,,,9
72,72,72,HIV,0,inactive,HIV_72,28901,,,22
73,73,73,HIV,0,inactive,HIV_73,12772,,,15
74,74,74,HIV,0,inactive,HIV_74,15804,,,2
75,75,75,HIV,0,inactive,HIV_75,37767,,,5
76,76,76,HIV,0,inactive,HIV_76,35281,,,17
77,77,77,HIV,0,inactive,HIV_77,12938,,,11
78,78,78,HIV,0,inactive,HIV_78,7023,,,14
79,79,79,HIV,0,inactive,HIV_79,26654,,,14
80,80,80,HIV,0,inactive,HIV_80,39735,,,19
81,81,81,HIV,0,inactive,HIV_81,4061,,,17
82,82,82,HIV,0,inactive,HIV_82,6485,,,0
83,83,83,HIV,0,inactive,HIV_83,40405,,,24
84,84,84,HIV,0,inactive,HIV_84,40411,,,24
85,85,85,HIV,1,active,HIV_85,40411,,,24
86,86,86,HIV,1,active,HIV_86,2191,,,24
87,87,87,HIV,0,inactive,HIV_87,32605,,,4
88,88,88,HIV,0,inactive,HIV_88,34656,,,17
89,89,89,HIV,0,inactive,HIV_89,26781,,,22
90,90,90,HIV,0,inactive,HIV_90,12985,,,1
91,91,91,HIV,0,inactive,HIV_91,2934,,,4
92,92,92,HIV,0,inactive,HIV_92,35190,,,5
93,93,93,HIV,0,inactive,HIV_93,37614,,,9
94,94,94,HIV,0,inactive,HIV_94,11593,,,5
95,95,95,HIV,0,inactive,HIV_95,4870,,,9
96,96,96,HIV,0,inactive,HIV_96,11280,,,15
97,97,97,HIV,0,inactive,HIV_97,41047,,,16
98,98,98,HIV,0,inactive,HIV_98,1773,,,16
99,99,99,HIV,0,inactive,HIV_99,28448,,,9
100,100,100,HIV,0,inactive,HIV_100,3855,,,16
101,101,101,HIV,0,inactive,HIV_101,27997,,,16
102,102,102,HIV,0,inactive,HIV_102,16759,,,16
103,103,103,HIV,0,inactive,HIV_103,35190,,,5
104,104,104,HIV,0,inactive,HIV_104,9517,,,1
105,105,105,HIV,0,inactive,HIV_105,39075,,,4
106,106,106,HIV,0,inactive,HIV_106,3352,,,13
107,107,107,HIV,0,inactive,HIV_107,3828,,,12
108,108,108,HIV,0,inactive,HIV_108,3828,,,12
109,109,109,HIV,0,inactive,HIV_109,22788,,,13
110,110,110,HIV,0,inactive,HIV_110,13271,,,23
111,111,111,HIV,0,inactive,HIV_111,39691,,,14
112,112,112,HIV,0,inactive,HIV_112,20,,,1
113,113,113,HIV,0,inactive,HIV_113,6316,,,22
114,114,114,HIV,0,inactive,HIV_114,21789,,,17
115,115,115,HIV,0,inactive,HIV_115,32681,,,14
116,116,116,HIV,0,inactive,HIV_116,39158,,,5
117,117,117,HIV,0,inactive,HIV_117,538,,,9
118,118,118,HIV,0,inactive,HIV_118,10263,,,9
119,119,119,HIV,0,inactive,HIV_119,10223,,,6
120,120,120,HIV,0,inactive,HIV_120,120,,,16
121,121,121,HIV,0,inactive,HIV_121,5108,,,10
122,122,122,HIV,0,inactive,HIV_122,32509,,,6
123,123,123,HIV,0,inactive,HIV_123,8419,,,22
124,124,124,HIV,0,inactive,HIV_124,4075,,,18
125,125,125,HIV,0,inactive,HIV_125,38022,,,6
126,126,126,HIV,0,inactive,HIV_126,27315,,,1
127,127,127,HIV,0,inactive,HIV_127,11099,,,21
128,128,128,HIV,0,inactive,HIV_128,4111,,,5
129,129,129,HIV,0,inactive,HIV_129,41044,,,9
130,130,130,HIV,0,inactive,HIV_130,12328,,,20
131,131,131,HIV,0,inactive,HIV_131,131,,,5
132,132,132,HIV,0,inactive,HIV_132,33122,,,22
133,133,133,HIV,0,inactive,HIV_133,3748,,,20
134,134,134,HIV,0,inactive,HIV_134,31082,,,4
135,135,135,HIV,0,inactive,HIV_135,29867,,,2
136,136,136,HIV,0,inactive,HIV_136,4520,,,5
137,137,137,HIV,0,inactive,HIV_137,3828,,,12
138,138,138,HIV,0,inactive,HIV_138,30100,,,5
139,139,139,HIV,0,inactive,HIV_139,22248,,,4
140,140,140,HIV,0,inactive,HIV_140,7047,,,22
141,141,141,HIV,0,inactive,HIV_141,35720,,,6
142,142,142,HIV,0,inactive,HIV_142,37741,,,4
143,143,143,HIV,0,inactive,HIV_143,24921,,,1
144,144,144,HIV,0,inactive,HIV_144,14174,,,16
145,145,145,HIV,0,inactive,HIV_145,38595,,,2
146,146,146,HIV,0,inactive,HIV_146,32439,,,2
147,147,147,HIV,0,inactive,HIV_147,223,,,15
148,148,148,HIV,0,inactive,HIV_148,148,,,22
149,149,149,HIV,0,inactive,HIV_149,9194,,,21
150,150,150,HIV,0,inactive,HIV_150,39958,,,21
151,151,151,HIV,0,inactive,HIV_151,38652,,,10
152,152,152,HIV,0,inactive,HIV_152,6485,,,0
153,153,153,HIV,0,inactive,HIV_153,18203,,,8
154,154,154,HIV,0,inactive,HIV_154,19109,,,23
155,155,155,HIV,0,inactive,HIV_155,155,,,13
156,156,156,HIV,0,inactive,HIV_156,3541,,,14
157,157,157,HIV,0,inactive,HIV_157,32444,,,8
158,158,158,HIV,0,inactive,HIV_158,120,,,16
159,159,159,HIV,0,inactive,HIV_159,36499,,,14
160,160,160,HIV,0,inactive,HIV_160,160,,,16
161,161,161,HIV,0,inactive,HIV_161,33504,,,17
162,162,162,HIV,0,inactive,HIV_162,162,,,10
163,163,163,HIV,0,inactive,HIV_163,25881,,,17
164,164,164,HIV,0,inactive,HIV_164,27303,,,23
165,165,165,HIV,0,inactive,HIV_165,13560,,,23
166,166,166,HIV,0,inactive,HIV_166,1724,,,23
167,167,167,HIV,0,inactive,HIV_167,37972,,,7
168,168,168,HIV,0,inactive,HIV_168,39075,,,4
169,169,169,HIV,0,inactive,HIV_169,25774,,,5
170,170,170,HIV,0,inactive,HIV_170,35662,,,19
171,171,171,HIV,0,inactive,HIV_171,23574,,,18
172,172,172,HIV,0,inactive,HIV_172,36906,,,3
173,173,173,HIV,0,inactive,HIV_173,36270,,,5
174,174,174,HIV,0,inactive,HIV_174,31684,,,16
175,175,175,HIV,0,inactive,HIV_175,2414,,,19
176,176,176,HIV,0,inactive,HIV_176,7218,,,20
177,177,177,HIV,0,inactive,HIV_177,35031,,,22
178,178,178,HIV,0,inactive,HIV_178,18632,,,18
179,179,179,HIV,0,inactive,HIV_179,39580,,,4
180,180,180,HIV,0,inactive,HIV_180,33636,,,18
181,181,181,HIV,0,inactive,HIV_181,35912,,,4
182,182,182,HIV,0,inactive,HIV_182,8877,,,22
183,183,183,HIV,0,inactive,HIV_183,33739,,,18
184,184,184,HIV,0,inactive,HIV_184,184,,,10
185,185,185,HIV,0,inactive,HIV_185,20553,,,8
186,186,186,HIV,0,inactive,HIV_186,13658,,,2
187,187,187,HIV,0,inactive,HIV_187,35740,,,9
188,188,188,HIV,0,inactive,HIV_188,3595,,,8
189,189,189,HIV,0,inactive,HIV_189,189,,,14
190,190,190,HIV,0,inactive,HIV_190,34932,,,13
191,191,191,HIV,0,inactive,HIV_191,1420,,,18
192,192,192,HIV,0,inactive,HIV_192,5108,,,10
193,193,193,HIV,0,inactive,HIV_193,15525,,,19
194,194,194,HIV,0,inactive,HIV_194,22857,,,4
195,195,195,HIV,0,inactive,HIV_195,38343,,,15
196,196,196,HIV,0,inactive,HIV_196,196,,,24
197,197,197,HIV,0,inactive,HIV_197,26781,,,22
198,198,198,HIV,0,inactive,HIV_198,40191,,,6
199,199,199,HIV,0,inactive,HIV_199,32519,,,23
200,200,200,HIV,0,inactive,HIV_200,14287,,,23
201,201,201,HIV,0,inactive,HIV_201,240,,,16
202,202,202,HIV,0,inactive,HIV_202,240,,,16
203,203,203,HIV,0,inactive,HIV_203,39691,,,14
204,204,204,HIV,0,inactive,HIV_204,240,,,16
205,205,205,HIV,0,inactive,HIV_205,20758,,,5
206,206,206,HIV,0,inactive,HIV_206,10980,,,19
207,207,207,HIV,0,inactive,HIV_207,19553,,,17
208,208,208,HIV,0,inactive,HIV_208,22041,,,6
209,209,209,HIV,0,inactive,HIV_209,23574,,,18
210,210,210,HIV,0,inactive,HIV_210,120,,,16
211,211,211,HIV,0,inactive,HIV_211,27663,,,24
212,212,212,HIV,0,inactive,HIV_212,19818,,,2
213,213,213,HIV,0,inactive,HIV_213,12807,,,16
214,214,214,HIV,0,inactive,HIV_214,22892,,,14
215,215,215,HIV,0,inactive,HIV_215,11285,,,4
216,216,216,HIV,0,inactive,HIV_216,22528,,,16
217,217,217,HIV,0,inactive,HIV_217,12427,,,1
218,218,218,HIV,0,inactive,HIV_218,3059,,,22
219,219,219,HIV,0,inactive,HIV_219,40263,,,22
220,220,220,HIV,0,inactive,HIV_220,7993,,,15
221,221,221,HIV,0,inactive,HIV_221,31104,,,13
222,222,222,HIV,0,inactive,HIV_222,21628,,,15
223,223,223,HIV,0,inactive,HIV_223,223,,,15
224,224,224,HIV,0,inactive,HIV_224,18915,,,20
225,225,225,HIV,0,inactive,HIV_225,225,,,10
226,226,226,HIV,0,inactive,HIV_226,4141,,,9
227,227,227,HIV,0,inactive,HIV_227,2110,,,10
228,228,228,HIV,0,inactive,HIV_228,4454,,,8
229,229,229,HIV,0,inactive,HIV_229,229,,,2
230,230,230,HIV,0,inactive,HIV_230,32429,,,23
231,231,231,HIV,0,inactive,HIV_231,40828,,,2
232,232,232,HIV,0,inactive,HIV_232,27997,,,16
233,233,233,HIV,0,inactive,HIV_233,25467,,,9
234,234,234,HIV,1,active,HIV_234,8091,,,8
235,235,235,HIV,0,inactive,HIV_235,20553,,,8
236,236,236,HIV,0,inactive,HIV_236,19369,,,20
237,237,237,HIV,0,inactive,HIV_237,2557,,,9
238,238,238,HIV,0,inactive,HIV_238,41037,,,16
239,239,239,HIV,0,inactive,HIV_239,15686,,,6
240,240,240,HIV,0,inactive,HIV_240,240,,,16
241,241,241,HIV,0,inactive,HIV_241,240,,,16
242,242,242,HIV,0,inactive,HIV_242,23873,,,1
243,243,243,HIV,0,inactive,HIV_243,4441,,,10
244,244,244,HIV,0,inactive,HIV_244,19818,,,2
245,245,245,HIV,0,inactive,HIV_245,29356,,,1
246,246,246,HIV,0,inactive,HIV_246,5961,,,16
247,247,247,HIV,0,inactive,HIV_247,21641,,,16
248,248,248,HIV,0,inactive,HIV_248,17189,,,2
249,249,249,HIV,0,inactive,HIV_249,20758,,,5
250,250,250,HIV,0,inactive,HIV_250,33520,,,12
251,251,251,HIV,0,inactive,HIV_251,4441,,,10
252,252,252,HIV,0,inactive,HIV_252,10052,,,9
253,253,253,HIV,0,inactive,HIV_253,10263,,,9
254,254,254,HIV,0,inactive,HIV_254,39507,,,9
255,255,255,HIV,0,inactive,HIV_255,8061,,,5
256,256,256,HIV,0,inactive,HIV_256,29640,,,12
257,257,257,HIV,0,inactive,HIV_257,40930,,,4
258,258,258,HIV,0,inactive,HIV_258,18632,,,18
259,259,259,HIV,0,inactive,HIV_259,1724,,,23
260,260,260,HIV,0,inactive,HIV_260,17077,,,18
261,261,261,HIV,0,inactive,HIV_261,19163,,,4
262,262,262,HIV,0,inactive,HIV_262,18567,,,4
263,263,263,HIV,0,inactive,HIV_263,31082,,,4
264,264,264,HIV,0,inactive,HIV_264,29461,,,13
265,265,265,HIV,0,inactive,HIV_265,34530,,,18
266,266,266,HIV,0,inactive,HIV_266,3352,,,13
267,267,267,HIV,0,inactive,HIV_267,36101,,,2
268,268,268,HIV,0,inactive,HIV_268,21815,,,17
269,269,269,HIV,0,inactive,HIV_269,20253,,,2
270,270,270,HIV,0,inactive,HIV_270,270,,,0
271,271,271,HIV,0,inactive,HIV_271,41047,,,16
272,272,272,HIV,0,inactive,HIV_272,37642,,,8
273,273,273,HIV,0,inactive,HIV_273,7911,,,19
274,274,274,HIV,0,inactive,HIV_274,36495,,,4
275,275,275,HIV,0,inactive,HIV_275,7911,,,19
276,276,276,HIV,0,inactive,HIV_276,27997,,,16
277,277,277,HIV,0,inactive,HIV_277,34638,,,4
278,278,278,HIV,0,inactive,HIV_278,31688,,,8
279,279,279,HIV,0,inactive,HIV_279,19017,,,5
280,280,280,HIV,0,inactive,HIV_280,280,,,14
281,281,281,HIV,0,inactive,HIV_281,22502,,,19
282,282,282,HIV,0,inactive,HIV_282,2185,,,3
283,283,283,HIV,0,inactive,HIV_283,2185,,,3
284,284,284,HIV,0,inactive,HIV_284,34166,,,23
285,285,285,HIV,0,inactive,HIV_285,36480,,,8
286,286,286,HIV,0,inactive,HIV_286,35662,,,19
287,287,287,HIV,0,inactive,HIV_287,229,,,2
288,288,288,HIV,0,inactive,HIV_288,567,,,16
289,289,289,HIV,0,inactive,HIV_289,22456,,,14
290,290,290,HIV,1,active,HIV_290,27726,,,10
291,291,291,HIV,0,inactive,HIV_291,24389,,,14
292,292,292,HIV,0,inactive,HIV_292,37741,,,4
293,293,293,HIV,0,inactive,HIV_293,36034,,,22
294,294,294,HIV,0,inactive,HIV_294,16466,,,5
295,295,295,HIV,0,inactive,HIV_295,16466,,,5
296,296,296,HIV,1,active,HIV_296,3848,,,5
297,297,297,HIV,0,inactive,HIV_297,20416,,,9
298,298,298,HIV,0,inactive,HIV_298,13875,,,2
299,299,299,HIV,0,inactive,HIV_299,23327,,,2
300,300,300,HIV,0,inactive,HIV_300,11119,,,6
301,301,301,HIV,0,inactive,HIV_301,17329,,,17
302,302,302,HIV,0,inactive,HIV_302,10030,,,24
303,303,303,HIV,0,inactive,HIV_303,18465,,,8
304,304,304,HIV,0,inactive,HIV_304,19738,,,16
305,305,305,HIV,0,inactive,HIV_305,40089,,,20
306,306,306,HIV,0,inactive,HIV_306,41037,,,16
307,307,307,HIV,0,inactive,HIV_307,20619,,,2
308,308,308,HIV,0,inactive,HIV_308,6177,,,15
309,309,309,HIV,0,inactive,HIV_309,13875,,,2
310,310,310,HIV,0,inactive,HIV_310,20758,,,5
311,311,311,HIV,0,inactive,HIV_311,27729,,,22
312,312,312,HIV,0,inactive,HIV_312,28527,,,9
313,313,313,HIV,0,inactive,HIV_313,21862,,,1
314,314,314,HIV,0,inactive,HIV_314,27303,,,23
315,315,315,HIV,0,inactive,HIV_315,25289,,,7
316,316,316,HIV,0,inactive,HIV_316,28565,,,15
317,317,317,HIV,0,inactive,HIV_317,32826,,,2
318,318,318,HIV,0,inactive,HIV_318,318,,,16
319,319,319,HIV,0,inactive,HIV_319,318,,,16
320,320,320,HIV,0,inactive,HIV_320,318,,,16
321,321,321,HIV,0,inactive,HIV_321,318,,,16
322,322,322,HIV,0,inactive,HIV_322,37057,,,19
323,323,323,HIV,0,inactive,HIV_323,9716,,,4
324,324,324,HIV,0,inactive,HIV_324,34126,,,20
325,325,325,HIV,0,inactive,HIV_325,26612,,,14
326,326,326,HIV,0,inactive,HIV_326,120,,,16
327,327,327,HIV,0,inactive,HIV_327,37800,,,5
328,328,328,HIV,0,inactive,HIV_328,32429,,,23
329,329,329,HIV,0,inactive,HIV_329,28418,,,23
330,330,330,HIV,0,inactive,HIV_330,10393,,,16
331,331,331,HIV,0,inactive,HIV_331,1724,,,23
332,332,332,HIV,0,inactive,HIV_332,11119,,,6
333,333,333,HIV,0,inactive,HIV_333,27726,,,10
334,334,334,HIV,0,inactive,HIV_334,20866,,,23
335,335,335,HIV,0,inactive,HIV_335,7262,,,0
336,336,336,HIV,0,inactive,HIV_336,41249,,,10
337,337,337,HIV,0,inactive,HIV_337,1213,,,23
338,338,338,HIV,0,inactive,HIV_338,7262,,,0
339,339,339,HIV,0,inactive,HIV_339,12666,,,5
340,340,340,HIV,1,active,HIV_340,13791,,,3
341,341,341,HIV,0,inactive,HIV_341,32439,,,2
342,342,342,HIV,0,inactive,HIV_342,11925,,,14
343,343,343,HIV,0,inactive,HIV_343,30704,,,15
344,344,344,HIV,0,inactive,HIV_344,13425,,,24
345,345,345,HIV,0,inactive,HIV_345,36906,,,24
346,346,346,HIV,0,inactive,HIV_346,12042,,,13
347,347,347,HIV,0,inactive,HIV_347,40673,,,6
348,348,348,HIV,0,inactive,HIV_348,5611,,,1
349,349,349,HIV,0,inactive,HIV_349,40673,,,6
350,350,350,HIV,0,inactive,HIV_350,24465,,,4
351,351,351,HIV,0,inactive,HIV_351,24465,,,13
352,352,352,HIV,0,inactive,HIV_352,41037,,,16
353,353,353,HIV,0,inactive,HIV_353,41037,,,16
354,354,354,HIV,0,inactive,HIV_354,33122,,,22
355,355,355,HIV,0,inactive,HIV_355,7778,,,22
356,356,356,HIV,0,inactive,HIV_356,15383,,,0
357,357,357,HIV,0,inactive,HIV_357,7068,,,9
358,358,358,HIV,0,inactive,HIV_358,35171,,,22
359,359,359,HIV,0,inactive,HIV_359,3748,,,20
360,360,360,HIV,0,inactive,HIV_360,38871,,,22
361,361,361,HIV,0,inactive,HIV_361,13463,,,5
362,362,362,HIV,0,inactive,HIV_362,27138,,,15
363,363,363,HIV,0,inactive,HIV_363,18956,,,5
364,364,364,HIV,0,inactive,HIV_364,12519,,,18
365,365,365,HIV,0,inactive,HIV_365,7092,,,3
366,366,366,HIV,0,inactive,HIV_366,366,,,5
367,367,367,HIV,0,inactive,HIV_367,5720,,,22
368,368,368,HIV,0,inactive,HIV_368,32412,,,1
369,369,369,HIV,0,inactive,HIV_369,11481,,,15
370,370,370,HIV,0,inactive,HIV_370,32885,,,15
371,371,371,HIV,0,inactive,HIV_371,5964,,,17
372,372,372,HIV,0,inactive,HIV_372,1724,,,23
373,373,373,HIV,0,inactive,HIV_373,29447,,,17
374,374,374,HIV,0,inactive,HIV_374,41087,,,7
375,375,375,HIV,0,inactive,HIV_375,35665,,,18
376,376,376,HIV,0,inactive,HIV_376,40021,,,13
377,377,377,HIV,0,inactive,HIV_377,29461,,,13
378,378,378,HIV,0,inactive,HIV_378,16149,,,21
379,379,379,HIV,0,inactive,HIV_379,11925,,,14
380,380,380,HIV,0,inactive,HIV_380,380,,,22
381,381,381,HIV,0,inactive,HIV_381,38009,,,14
382,382,382,HIV,0,inactive,HIV_382,380,,,22
383,383,383,HIV,0,inactive,HIV_383,39075,,,4
384,384,384,HIV,0,inactive,HIV_384,38980,,,16
385,385,385,HIV,0,inactive,HIV_385,18466,,,10
386,386,386,HIV,0,inactive,HIV_386,2186,,,20
387,387,387,HIV,0,inactive,HIV_387,1705,,,14
388,388,388,HIV,0,inactive,HIV_388,28466,,,16
389,389,389,HIV,0,inactive,HIV_389,8747,,,0
390,390,390,HIV,0,inactive,HIV_390,39587,,,8
391,391,391,HIV,0,inactive,HIV_391,36073,,,22
392,392,392,HIV,0,inactive,HIV_392,36873,,,20
393,393,393,HIV,0,inactive,HIV_393,4616,,,16
394,394,394,HIV,0,inactive,HIV_394,17849,,,24
395,395,395,HIV,0,inactive,HIV_395,4961,,,2
396,396,396,HIV,0,inactive,HIV_396,17288,,,10
397,397,397,HIV,0,inactive,HIV_397,23574,,,10
398,398,398,HIV,0,inactive,HIV_398,32340,,,16
399,399,399,HIV,0,inactive,HIV_399,41207,,,20
400,400,400,HIV,0,inactive,HIV_400,15203,,,16
401,401,401,HIV,0,inactive,HIV_401,38871,,,16
402,402,402,HIV,0,inactive,HIV_402,35364,,,4
403,403,403,HIV,0,inactive,HIV_403,14595,,,21
404,404,404,HIV,0,inactive,HIV_404,10075,,,16
405,405,405,HIV,0,inactive,HIV_405,29809,,,16
406,406,406,HIV,0,inactive,HIV_406,23544,,,6
407,407,407,HIV,0,inactive,HIV_407,888,,,1
408,408,408,HIV,0,inactive,HIV_408,29135,,,1
409,409,409,HIV,0,inactive,HIV_409,12862,,,2
410,410,410,HIV,0,inactive,HIV_410,7155,,,8
411,411,411,HIV,0,inactive,HIV_411,12270,,,6
412,412,412,HIV,0,inactive,HIV_412,8202,,,23
413,413,413,HIV,0,inactive,HIV_413,31082,,,4
414,414,414,HIV,0,inactive,HIV_414,38706,,,23
415,415,415,HIV,0,inactive,HIV_415,28268,,,10
416,416,416,HIV,0,inactive,HIV_416,37950,,,4
417,417,417,HIV,0,inactive,HIV_417,37800,,,5
418,418,418,HIV,0,inactive,HIV_418,33567,,,22
419,419,419,HIV,0,inactive,HIV_419,36270,,,5
420,420,420,HIV,0,inactive,HIV_420,41074,,,5
421,421,421,HIV,0,inactive,HIV_421,240,,,16
422,422,422,HIV,0,inactive,HIV_422,240,,,16
423,423,423,HIV,0,inactive,HIV_423,27279,,,21
424,424,424,HIV,0,inactive,HIV_424,240,,,16
425,425,425,HIV,0,inactive,HIV_425,131,,,5
426,426,426,HIV,0,inactive,HIV_426,11997,,,21
427,427,427,HIV,0,inactive,HIV_427,8416,,,11
428,428,428,HIV,0,inactive,HIV_428,29816,,,24
429,429,429,HIV,0,inactive,HIV_429,13829,,,9
430,430,430,HIV,0,inactive,HIV_430,1724,,,23
431,431,431,HIV,0,inactive,HIV_431,12358,,,15
432,432,432,HIV,0,inactive,HIV_432,34622,,,6
433,433,433,HIV,0,inactive,HIV_433,29050,,,21
434,434,434,HIV,0,inactive,HIV_434,1724,,,23
435,435,435,HIV,0,inactive,HIV_435,9237,,,10
436,436,436,HIV,0,inactive,HIV_436,17472,,,1
437,437,437,HIV,1,active,HIV_437,12077,,,10
438,438,438,HIV,0,inactive,HIV_438,12077,,,10
439,439,439,HIV,0,inactive,HIV_439,18147,,,22
440,440,440,HIV,0,inactive,HIV_440,36495,,,4
441,441,441,HIV,1,active,HIV_441,39580,,,4
442,442,442,HIV,0,inactive,HIV_442,9829,,,13
443,443,443,HIV,1,active,HIV_443,40411,,,24
444,444,444,HIV,0,inactive,HIV_444,40411,,,24
445,445,445,HIV,0,inactive,HIV_445,20678,,,24
446,446,446,HIV,0,inactive,HIV_446,20678,,,24
447,447,447,HIV,0,inactive,HIV_447,28034,,,4
448,448,448,HIV,0,inactive,HIV_448,20197,,,10
449,449,449,HIV,0,inactive,HIV_449,36172,,,8
450,450,450,HIV,0,inactive,HIV_450,24160,,,7
451,451,451,HIV,0,inactive,HIV_451,41008,,,7
452,452,452,HIV,0,inactive,HIV_452,223,,,15
453,453,453,HIV,0,inactive,HIV_453,454,,,1
454,454,454,HIV,0,inactive,HIV_454,454,,,1
455,455,455,HIV,1,active,HIV_455,31,,,3
456,456,456,HIV,0,inactive,HIV_456,34166,,,23
457,457,457,HIV,0,inactive,HIV_457,7092,,,3
458,458,458,HIV,0,inactive,HIV_458,26324,,,14
459,459,459,HIV,0,inactive,HIV_459,17189,,,2
460,460,460,HIV,0,inactive,HIV_460,36499,,,14
461,461,461,HIV,0,inactive,HIV_461,5127,,,4
462,462,462,HIV,0,inactive,HIV_462,3560,,,5
463,463,463,HIV,0,inactive,HIV_463,34613,,,1
464,464,464,HIV,0,inactive,HIV_464,36360,,,1
465,465,465,HIV,0,inactive,HIV_465,7054,,,12
466,466,466,HIV,0,inactive,HIV_466,26038,,,5
467,467,467,HIV,0,inactive,HIV_467,24793,,,14
468,468,468,HIV,0,inactive,HIV_468,14607,,,21
469,469,469,HIV,0,inactive,HIV_469,7972,,,13
470,470,470,HIV,0,inactive,HIV_470,31868,,,20
471,471,471,HIV,0,inactive,HIV_471,5043,,,7
472,472,472,HIV,0,inactive,HIV_472,14068,,,10
473,473,473,HIV,0,inactive,HIV_473,35151,,,10
474,474,474,HIV,0,inactive,HIV_474,28837,,,10
475,475,475,HIV,0,inactive,HIV_475,6419,,,22
476,476,476,HIV,0,inactive,HIV_476,9161,,,5
477,477,477,HIV,0,inactive,HIV_477,17077,,,18
478,478,478,HIV,0,inactive,HIV_478,6108,,,9
479,479,479,HIV,0,inactive,HIV_479,20,,,9
480,480,480,HIV,0,inactive,HIV_480,18615,,,16
481,481,481,HIV,0,inactive,HIV_481,3595,,,8
482,482,482,HIV,0,inactive,HIV_482,21641,,,16
